X,Y,温升
1.77777778,-1.55555556,7.14971344
1.88888889,-1.55555556,6.51691443
2,-1.55555556,5.86744973
2.11111111,-1.55555556,5.21799529
2.22222222,-1.55555556,4.58353978
2.33333333,-1.55555556,3.97684965
2.44444444,-1.55555556,3.40813671
2.55555556,-1.55555556,2.88492067
2.66666667,-1.55555556,2.41206741
2.77777778,-1.55555556,1.99197336
2.88888889,-1.55555556,1.62486036
3,-1.55555556,1.30914258
-3,-1.44444444,2.54198206
-2.88888889,-1.44444444,3.58340322
-2.77777778,-1.44444444,4.92847807
-2.66666667,-1.44444444,6.61345103
-2.55555556,-1.44444444,8.6585902
-2.44444444,-1.44444444,11.0605657
-2.33333333,-1.44444444,13.7856883
-2.22222222,-1.44444444,16.7653927
-2.11111111,-1.44444444,19.8953238
-2,-1.44444444,23.0390505
-1.88888889,-1.44444444,26.036805
-1.77777778,-1.44444444,28.7187997
-1.66666667,-1.44444444,30.9217617
-1.55555556,-1.44444444,32.5065567
-1.44444444,-1.44444444,33.3743318
-1.33333333,-1.44444444,33.4786392
-1.22222222,-1.44444444,32.8315342
-1.11111111,-1.44444444,31.5025925
-1,-1.44444444,29.6109656
-0.888888889,-1.44444444,27.3117442
-0.777777778,-1.44444444,24.7787861
-0.666666667,-1.44444444,22.1866047
-0.555555556,-1.44444444,19.6938572
-0.444444444,-1.44444444,17.4304574
-0.333333333,-1.44444444,15.4895304
-0.222222222,-1.44444444,13.9245173
-0.111111111,-1.44444444,12.7509226
0,-1.44444444,11.951617
0.111111111,-1.44444444,11.4843275
0.222222222,-1.44444444,11.2899568
0.333333333,-1.44444444,11.3005977
0.444444444,-1.44444444,11.4464599
0.555555556,-1.44444444,11.6612915
0.666666667,-1.44444444,11.8862006
0.777777778,-1.44444444,12.0720047
0.888888889,-1.44444444,12.1803625
1,-1.44444444,12.1839752
1.11111111,-1.44444444,12.066127
1.22222222,-1.44444444,11.8197792
1.33333333,-1.44444444,11.4463758
1.44444444,-1.44444444,10.9544698
1.55555556,-1.44444444,10.3582505
1.66666667,-1.44444444,9.6760309
1.77777778,-1.44444444,8.92875278
1.88888889,-1.44444444,8.13856383
2,-1.44444444,7.32752115
2.11111111,-1.44444444,6.51647044
2.22222222,-1.44444444,5.72414073
2.33333333,-1.44444444,4.96648078
2.44444444,-1.44444444,4.25624621
2.55555556,-1.44444444,3.6028293
2.66666667,-1.44444444,3.0123074
2.77777778,-1.44444444,2.48767358
2.88888889,-1.44444444,2.02920499
3,-1.44444444,1.63492121
-3,-1.33333333,2.77201179
-2.88888889,-1.33333333,3.90775499
-2.77777778,-1.33333333,5.37471937
-2.66666667,-1.33333333,7.21249023
-2.55555556,-1.33333333,9.44326014
-2.44444444,-1.33333333,12.0635266
-2.33333333,-1.33333333,15.0367285
-2.22222222,-1.33333333,18.2883322
-2.11111111,-1.33333333,21.7048441
-2,-1.33333333,25.1378705
-1.88888889,-1.33333333,28.4136549
-1.77777778,-1.33333333,31.3476038
-1.66666667,-1.33333333,33.7623174
-1.55555556,-1.33333333,35.5068025
-1.44444444,-1.33333333,36.4740641
-1.33333333,-1.33333333,36.6143058
-1.22222222,-1.33333333,35.9415514
-1.11111111,-1.33333333,34.5325346
-1,-1.33333333,32.5179879
-0.888888889,-1.33333333,30.0677158
-0.777777778,-1.33333333,27.371804
-0.666666667,-1.33333333,24.6208021
-0.555555556,-1.33333333,21.9876484
-0.444444444,-1.33333333,19.6135541
-0.333333333,-1.33333333,17.5991787
-0.222222222,-1.33333333,16.00144
-0.111111111,-1.33333333,14.8354113
0,-1.33333333,14.0801259
0.111111111,-1.33333333,13.6867991
0.222222222,-1.33333333,13.5879885
0.333333333,-1.33333333,13.7064526
0.444444444,-1.33333333,13.962848
0.555555556,-1.33333333,14.2818022
0.666666667,-1.33333333,14.5962469
0.777777778,-1.33333333,14.8501397
0.888888889,-1.33333333,14.9998376
1,-1.33333333,15.0144266
1.11111111,-1.33333333,14.8752907
1.22222222,-1.33333333,14.5751474
1.33333333,-1.33333333,14.1167218
1.44444444,-1.33333333,13.5111799
1.55555556,-1.33333333,12.7764125
1.66666667,-1.33333333,11.935246
1.77777778,-1.33333333,11.013653
1.88888889,-1.33333333,10.0390338
2,-1.33333333,9.03864126
2.11111111,-1.33333333,8.03821336
2.22222222,-1.33333333,7.06086564
2.33333333,-1.33333333,6.12627783
2.44444444,-1.33333333,5.25018756
2.55555556,-1.33333333,4.44418201
2.66666667,-1.33333333,3.71575848
2.77777778,-1.33333333,3.06860933
2.88888889,-1.33333333,2.50307658
3,-1.33333333,2.01671742
-3,-1.22222222,2.94928864
-2.88888889,-1.22222222,4.15777389
-2.77777778,-1.22222222,5.71878147
-2.66666667,-1.22222222,7.6745096
-2.55555556,-1.22222222,10.0486904
-2.44444444,-1.22222222,12.8377688
-2.33333333,-1.22222222,16.0030813
-2.22222222,-1.22222222,19.4656417
-2.11111111,-1.22222222,23.1051045
-2,-1.22222222,26.7640966
-1.88888889,-1.22222222,30.2583739
-1.77777778,-1.22222222,33.3922817
-1.66666667,-1.22222222,35.9779381
-1.55555556,-1.22222222,37.8556681
-1.44444444,-1.22222222,38.912704
-1.33333333,-1.22222222,39.0972032
-1.22222222,-1.22222222,38.4252548
-1.11111111,-1.22222222,36.9796481
-1,-1.22222222,34.90054
-0.888888889,-1.22222222,32.3694987
-0.777777778,-1.22222222,29.5894267
-0.666666667,-1.22222222,26.7633841
-0.555555556,-1.22222222,24.0752677
-0.444444444,-1.22222222,21.6747084
-0.333333333,-1.22222222,19.6676143
-0.222222222,-1.22222222,18.1127328
-0.111111111,-1.22222222,17.0236584
0,-1.22222222,16.3750365
0.111111111,-1.22222222,16.111385
0.222222222,-1.22222222,16.1569563
0.333333333,-1.22222222,16.4253216
0.444444444,-1.22222222,16.8277511
0.555555556,-1.22222222,17.2798896
0.666666667,-1.22222222,17.7065876
0.777777778,-1.22222222,18.0450094
0.888888889,-1.22222222,18.246281
1,-1.22222222,18.2759868
1.11111111,-1.22222222,18.1138037
1.22222222,-1.22222222,17.7525073
1.33333333,-1.22222222,17.1965295
1.44444444,-1.22222222,16.4601992
1.55555556,-1.22222222,15.5657713
1.66666667,-1.22222222,14.5413363
1.77777778,-1.22222222,13.4187042
1.88888889,-1.22222222,12.231354
2,-1.22222222,11.0125433
2.11111111,-1.22222222,9.79365964
2.22222222,-1.22222222,8.60288172
2.33333333,-1.22222222,7.46419485
2.44444444,-1.22222222,6.39677742
2.55555556,-1.22222222,5.414749
2.66666667,-1.22222222,4.52724509
2.77777778,-1.22222222,3.73876483
2.88888889,-1.22222222,3.0497251
3,-1.22222222,2.45714966
-3,-1.11111111,3.06157888
-2.88888889,-1.11111111,4.31621716
-2.77777778,-1.11111111,5.93695454
-2.66666667,-1.11111111,7.96770198
-2.55555556,-1.11111111,10.4332522
-2.44444444,-1.11111111,13.3301381
-2.33333333,-1.11111111,16.618532
-2.22222222,-1.11111111,20.21685
-2.11111111,-1.11111111,24.0006949
-2,-1.11111111,27.8073678
-1.88888889,-1.11111111,31.4464247
-1.77777778,-1.11111111,34.7157322
-1.66666667,-1.11111111,37.421381
-1.55555556,-1.11111111,39.3988883
-1.44444444,-1.11111111,40.5325885
-1.33333333,-1.11111111,40.7701503
-1.22222222,-1.11111111,40.1298002
-1.11111111,-1.11111111,38.6989769
-1,-1.11111111,36.6245619
-0.888888889,-1.11111111,34.0962164
-0.777777778,-1.11111111,31.3254287
-0.666666667,-1.11111111,28.5234141
-0.555555556,-1.11111111,25.8809386
-0.444444444,-1.11111111,23.5525331
-0.333333333,-1.11111111,21.6465869
-0.222222222,-1.11111111,20.221722
-0.111111111,-1.11111111,19.2888635
0,-1.11111111,18.8177169
0.111111111,-1.11111111,18.7460199
0.222222222,-1.11111111,18.9899333
0.333333333,-1.11111111,19.4541956
0.444444444,-1.11111111,20.0410733
0.555555556,-1.11111111,20.657569
0.666666667,-1.11111111,21.220725
0.777777778,-1.11111111,21.6611264
0.888888889,-1.11111111,21.9248552
1,-1.11111111,21.9741965
1.11111111,-1.11111111,21.7873795
1.22222222,-1.11111111,21.3575878
1.33333333,-1.11111111,20.6914217
1.44444444,-1.11111111,19.8069505
1.55555556,-1.11111111,18.7314771
1.66666667,-1.11111111,17.4991248
1.77777778,-1.11111111,16.1483629
1.88888889,-1.11111111,14.7195898
2,-1.11111111,13.252889
2.11111111,-1.11111111,11.7860664
2.22222222,-1.11111111,10.3530503
2.33333333,-1.11111111,8.98271461
2.44444444,-1.11111111,7.6981436
2.55555556,-1.11111111,6.51633145
2.66666667,-1.11111111,5.44827321
2.77777778,-1.11111111,4.49938376
2.88888889,-1.11111111,3.67016501
3,-1.11111111,2.95703531
-3,-1,3.10090232
-2.88888889,-1,4.37183654
-2.77777778,-1,6.01377038
-2.66666667,-1,8.07131454
-2.55555556,-1,10.569781
-2.44444444,-1,13.5059443
-2.33333333,-1,16.8398587
-2.22222222,-1,20.4894169
-2.11111111,-1,24.3293021
-2,-1,28.1955781
-1.88888889,-1,31.8963976
-1.77777778,-1,35.2282729
-1.66666667,-1,37.9962449
-1.55555556,-1,40.0353451
-1.44444444,-1,41.2302081
-1.33333333,-1,41.529731
-1.22222222,-1,40.9543251
-1.11111111,-1,39.5944688
-1,-1,37.6007062
-0.888888889,-1,35.1666444
-0.777777778,-1,32.5075897
-0.666666667,-1,29.8380123
-0.555555556,-1,27.3509595
-0.444444444,-1,25.2019266
-0.333333333,-1,23.4987104
-0.222222222,-1,22.2976637
-0.111111111,-1,21.6057737
0,-1,21.3872709
0.111111111,-1,21.5731206
0.222222222,-1,22.0717428
0.333333333,-1,22.7795612
0.444444444,-1,23.5903889
0.555555556,-1,24.4030851
0.666666667,-1,25.1272963
0.777777778,-1,25.6873587
0.888888889,-1,26.0245888
1,-1,26.0982419
1.11111111,-1,25.8854052
1.22222222,-1,25.3800495
1.33333333,-1,24.5914179
1.44444444,-1,23.5419
1.55555556,-1,22.2645247
1.66666667,-1,20.8002042
1.77777778,-1,19.1948738
1.88888889,-1,17.4966733
2,-1,15.7533156
2.11111111,-1,14.0097753
2.22222222,-1,12.3064014
2.33333333,-1,10.677525
2.44444444,-1,9.15059061
2.55555556,-1,7.74580122
2.66666667,-1,6.47622741
2.77777778,-1,5.34830623
2.88888889,-1,4.36263447
3,-1,3.51495485
-3,-0.888888889,3.06447862
-2.88888889,-0.888888889,4.32071183
-2.77777778,-0.888888889,5.94383592
-2.66666667,-0.888888889,7.97810816
-2.55555556,-0.888888889,10.4487955
-2.44444444,-0.888888889,13.3530699
-2.33333333,-0.888888889,16.651949
-2.22222222,-0.888888889,20.2649491
-2.11111111,-0.888888889,24.0690773
-2,-0.888888889,27.9033941
-1.88888889,-0.888888889,31.5796155
-1.77777778,-0.888888889,34.8982043
-1.66666667,-0.888888889,37.6683016
-1.55555556,-0.888888889,39.7289205
-1.44444444,-0.888888889,40.9682946
-1.33333333,-0.888888889,41.3383086
-1.22222222,-0.888888889,40.8615849
-1.11111111,-0.888888889,39.6299469
-1,-0.888888889,37.7944018
-0.888888889,-0.888888889,35.5481791
-0.777777778,-0.888888889,33.1054404
-0.666666667,-0.888888889,30.6788176
-0.555555556,-0.888888889,28.4588778
-0.444444444,-0.888888889,26.5980084
-0.333333333,-0.888888889,25.2002466
-0.222222222,-0.888888889,24.317486
-0.111111111,-0.888888889,23.9515086
0,-0.888888889,24.0605753
0.111111111,-0.888888889,24.568959
0.222222222,-0.888888889,25.3777831
0.333333333,-0.888888889,26.3757795
0.444444444,-0.888888889,27.4489649
0.555555556,-0.888888889,28.4886568
0.666666667,-0.888888889,29.3976103
0.777777778,-0.888888889,30.0943197
0.888888889,-0.888888889,30.5156738
1,-0.888888889,30.6182088
1.11111111,-0.888888889,30.378198
1.22222222,-0.888888889,29.7907811
1.33333333,-0.888888889,28.868307
1.44444444,-0.888888889,27.6380383
1.55555556,-0.888888889,26.1393688
1.66666667,-0.888888889,24.4207087
1.77777778,-0.888888889,22.5362128
1.88888889,-0.888888889,20.5425288
2,-0.888888889,18.4957475
2.11111111,-0.888888889,16.4487115
2.22222222,-0.888888889,14.4488144
2.33333333,-0.888888889,12.5363743
2.44444444,-0.888888889,10.7436189
2.55555556,-0.888888889,9.09427064
2.66666667,-0.888888889,7.60367676
2.77777778,-0.888888889,6.27939547
2.88888889,-0.888888889,5.12212772
3,-0.888888889,4.12687515
-3,-0.777777778,2.95506097
-2.88888889,-0.777777778,4.16672115
-2.77777778,-0.777777778,5.73247979
-2.66666667,-0.777777778,7.69522451
-2.55555556,-0.777777778,10.0796316
-2.44444444,-0.777777778,12.8834176
-2.33333333,-0.777777778,16.0696025
-2.22222222,-0.777777778,19.5613895
-2.11111111,-0.777777778,23.241229
-2,-0.777777778,26.9552499
-1.88888889,-0.777777778,30.5235082
-1.77777778,-0.777777778,33.7555171
-1.66666667,-0.777777778,36.4694667
-1.55555556,-0.777777778,38.5126416
-1.44444444,-0.777777778,39.7800357
-1.33333333,-0.777777778,40.2281988
-1.22222222,-0.777777778,39.8819711
-1.11111111,-0.777777778,38.8328697
-1,-0.777777778,37.2292642
-0.888888889,-0.777777778,35.2598267
-0.777777778,-0.777777778,33.1327805
-0.666666667,-0.777777778,31.054006
-0.555555556,-0.777777778,29.2070039
-0.444444444,-0.777777778,27.7371384
-0.333333333,-0.777777778,26.741654
-0.222222222,-0.777777778,26.2659044
-0.111111111,-0.777777778,26.3052833
0,-0.777777778,26.8116544
0.111111111,-0.777777778,27.7027317
0.222222222,-0.777777778,28.8728343
0.333333333,-0.777777778,30.2036694
0.444444444,-0.777777778,31.57416
0.555555556,-0.777777778,32.8687276
0.666666667,-0.777777778,33.9837822
0.777777778,-0.777777778,34.8324197
0.888888889,-0.777777778,35.3474656
1,-0.777777778,35.4830609
1.11111111,-0.777777778,35.2149884
1.22222222,-0.777777778,34.5399177
1.33333333,-0.777777778,33.4737241
1.44444444,-0.777777778,32.0490372
1.55555556,-0.777777778,30.3121802
1.66666667,-0.777777778,28.3196841
1.77777778,-0.777777778,26.1345822
1.88888889,-0.777777778,23.8227008
2,-0.777777778,21.4491613
2.11111111,-0.777777778,19.0752845
2.22222222,-0.777777778,16.7560533
2.33333333,-0.777777778,14.5382345
2.44444444,-0.777777778,12.4592074
2.55555556,-0.777777778,10.5464852
2.66666667,-0.777777778,8.81786701
2.77777778,-0.777777778,7.28211858
2.88888889,-0.777777778,5.94005302
3,-0.777777778,4.7858739
-3,-0.666666667,2.78060138
-2.88888889,-0.666666667,3.92106908
-2.77777778,-0.666666667,5.39510333
-2.66666667,-0.666666667,7.24331532
-2.55555556,-0.666666667,9.48930258
-2.44444444,-0.666666667,12.1314549
-2.33333333,-0.666666667,15.1357163
-2.22222222,-0.666666667,18.430811
-2.11111111,-0.666666667,21.9074059
-2,-0.666666667,25.4223187
-1.88888889,-0.666666667,28.8081914
-1.77777778,-0.666666667,31.888121
-1.66666667,-0.666666667,34.4937431
-1.55555556,-0.666666667,36.4844206
-1.44444444,-0.666666667,37.7647084
-1.33333333,-0.666666667,38.2972987
-1.22222222,-0.666666667,38.1092372
-1.11111111,-0.666666667,37.2902453
-1,-0.666666667,35.9832766
-0.888888889,-0.666666667,34.3687061
-0.777777778,-0.666666667,32.6445381
-0.666666667,-0.666666667,31.0055184
-0.555555556,-0.666666667,29.6239957
-0.444444444,-0.666666667,28.6348325
-0.333333333,-0.666666667,28.1257961
-0.222222222,-0.666666667,28.1338738
-0.111111111,-0.666666667,28.647055
0,-0.666666667,29.6104722
0.111111111,-0.666666667,30.9354547
0.222222222,-0.666666667,32.5100174
0.333333333,-0.666666667,34.2095037
0.444444444,-0.666666667,35.9064352
0.555555556,-0.666666667,37.4789771
0.666666667,-0.666666667,38.8177399
0.777777778,-0.666666667,39.830866
0.888888889,-0.666666667,40.4474798
1,-0.666666667,40.6196389
1.11111111,-0.666666667,40.3229329
1.22222222,-0.666666667,39.5558736
1.33333333,-0.666666667,38.3382148
1.44444444,-0.666666667,36.7083549
1.55555556,-0.666666667,34.7199998
1.66666667,-0.666666667,32.4382972
1.77777778,-0.666666667,29.935682
1.88888889,-0.666666667,27.2876894
2,-0.666666667,24.5689875
2.11111111,-0.666666667,21.8498571
2.22222222,-0.666666667,19.1932995
2.33333333,-0.666666667,16.6528953
2.44444444,-0.666666667,14.271466
2.55555556,-0.666666667,12.0805293
2.66666667,-0.666666667,10.1004747
2.77777778,-0.666666667,8.34134337
2.88888889,-0.666666667,6.80406696
3,-0.666666667,5.48200607
-3,-0.555555556,2.55330358
-2.88888889,-0.555555556,3.60095187
-2.77777778,-0.555555556,4.95534518
-2.66666667,-0.555555556,6.65408006
-2.55555556,-0.555555556,8.71927647
-2.44444444,-0.555555556,11.1500987
-2.33333333,-0.555555556,13.9161591
-2.22222222,-0.555555556,16.9531869
-2.11111111,-0.555555556,20.1623106
-2,-0.555555556,23.4139677
-1.88888889,-0.555555556,26.5568242
-1.77777778,-0.555555556,29.4312288
-1.66666667,-0.555555556,31.8858179
-1.55555556,-0.555555556,33.795107
-1.44444444,-0.555555556,35.0754667
-1.33333333,-0.555555556,35.6969094
-1.22222222,-0.555555556,35.6886542
-1.11111111,-0.555555556,35.1373953
-1,-0.555555556,34.1783921
-0.888888889,-0.555555556,32.9806681
-0.777777778,-0.555555556,31.7285175
-0.666666667,-0.555555556,30.6019851
-0.555555556,-0.555555556,29.758951
-0.444444444,-0.555555556,29.3209608
-0.333333333,-0.555555556,29.3641471
-0.222222222,-0.555555556,29.9156817
-0.111111111,-0.555555556,30.9553709
0,-0.555555556,32.4214026
0.111111111,-0.555555556,34.2189322
0.222222222,-0.555555556,36.2301526
0.333333333,-0.555555556,38.324661
0.444444444,-0.555555556,40.3692231
0.555555556,-0.555555556,42.236347
0.666666667,-0.555555556,43.8113592
0.777777778,-0.555555556,44.9978714
0.888888889,-0.555555556,45.7216482
1,-0.555555556,45.9329461
1.11111111,-0.555555556,45.6074126
1.22222222,-0.555555556,44.7456459
1.33333333,-0.555555556,43.3715344
1.44444444,-0.555555556,41.5295252
1.55555556,-0.555555556,39.2810137
1.66666667,-0.555555556,36.7000942
1.77777778,-0.555555556,33.8689486
1.88888889,-0.555555556,30.8731685
2,-0.555555556,27.7973068
2.11111111,-0.555555556,24.7209187
2.22222222,-0.555555556,21.7153051
2.33333333,-0.555555556,18.8410975
2.44444444,-0.555555556,16.1467496
2.55555556,-0.555555556,13.6679231
2.66666667,-0.555555556,11.4276878
2.77777778,-0.555555556,9.43740499
2.88888889,-0.555555556,7.69812887
3,-0.555555556,6.20234775
-3,-0.444444444,2.28821993
-2.88888889,-0.444444444,3.22757982
-2.77777778,-0.444444444,4.442362
-2.66666667,-0.444444444,5.96661821
-2.55555556,-0.444444444,7.82070223
-2.44444444,-0.444444444,10.0046204
-2.33333333,-0.444444444,12.4921792
-2.22222222,-0.444444444,15.2271651
-2.11111111,-0.444444444,18.1227619
-2,-0.444444444,21.0651095
-1.88888889,-0.444444444,23.9213382
-1.77777778,-0.444444444,26.5516511
-1.66666667,-0.444444444,28.8242031
-1.55555556,-0.444444444,30.6308333
-1.44444444,-0.444444444,31.9013103
-1.33333333,-0.444444444,32.6137774
-1.22222222,-0.444444444,32.7995711
-1.11111111,-0.444444444,32.5414454
-1,-0.444444444,31.9653063
-0.888888889,-0.444444444,31.2266159
-0.777777778,-0.444444444,30.4934437
-0.666666667,-0.444444444,29.9285737
-0.555555556,-0.444444444,29.673048
-0.444444444,-0.444444444,29.8330999
-0.333333333,-0.444444444,30.4717178
-0.222222222,-0.444444444,31.6052723
-0.111111111,-0.444444444,33.2048986
0,-0.444444444,35.2017734
0.111111111,-0.444444444,37.4951287
0.222222222,-0.444444444,39.9617932
0.333333333,-0.444444444,42.4661793
0.444444444,-0.444444444,44.8698788
0.555555556,-0.444444444,47.0402888
0.666666667,-0.444444444,48.8579273
0.777777778,-0.444444444,50.2222677
0.888888889,-0.444444444,51.0560272
1,-0.444444444,51.3079066
1.11111111,-0.444444444,50.9538048
1.22222222,-0.444444444,49.9965664
1.33333333,-0.444444444,48.4643548
1.44444444,-0.444444444,46.4077969
1.55555556,-0.444444444,43.8961062
1.66666667,-0.444444444,41.012453
1.77777778,-0.444444444,37.848895
1.88888889,-0.444444444,34.5012078
2,-0.444444444,31.0639506
2.11111111,-0.444444444,27.6260657
2.22222222,-0.444444444,24.2672529
2.33333333,-0.444444444,21.0552793
2.44444444,-0.444444444,18.0442978
2.55555556,-0.444444444,15.2741636
2.66666667,-0.444444444,12.7706586
2.77777778,-0.444444444,10.5464798
2.88888889,-0.444444444,8.60280573
3,-0.444444444,6.93124185
-3,-0.333333333,2.00161567
-2.88888889,-0.333333333,2.82387197
-2.77777778,-0.333333333,3.88765877
-2.66666667,-0.333333333,5.22317732
-2.55555556,-0.333333333,6.84884537
-2.44444444,-0.333333333,8.76554196
-2.33333333,-0.333333333,10.9515562
-2.22222222,-0.333333333,13.3593168
-2.11111111,-0.333333333,15.9149525
-2,-0.333333333,18.5214674
-1.88888889,-0.333333333,21.065818
-1.77777778,-0.333333333,23.4295097
-1.66666667,-0.333333333,25.5016106
-1.55555556,-0.333333333,27.1924756
-1.44444444,-0.333333333,28.446123
-1.33333333,-0.333333333,29.249237
-1.22222222,-0.333333333,29.6351859
-1.11111111,-0.333333333,29.6822107
-1,-0.333333333,29.505871
-0.888888889,-0.333333333,29.2467672
-0.777777778,-0.333333333,29.0552817
-0.666666667,-0.333333333,29.0754647
-0.555555556,-0.333333333,29.4301759
-0.444444444,-0.333333333,30.2092278
-0.333333333,-0.333333333,31.4616587
-0.222222222,-0.333333333,33.19256
-0.111111111,-0.333333333,35.3642296
0,-0.333333333,37.900934
0.111111111,-0.333333333,40.6962889
0.222222222,-0.333333333,43.6222015
0.333333333,-0.333333333,46.5384137
0.444444444,-0.333333333,49.3018726
0.555555556,-0.333333333,51.7753654
0.666666667,-0.333333333,53.835046
0.777777778,-0.333333333,55.3766196
0.888888889,-0.333333333,56.3200461
1,-0.333333333,56.6126795
1.11111111,-0.333333333,56.2308043
1.22222222,-0.333333333,55.1795789
1.33333333,-0.333333333,53.4914512
1.44444444,-0.333333333,51.2231904
1.55555556,-0.333333333,48.4517544
1.66666667,-0.333333333,45.2692888
1.77777778,-0.333333333,41.7776095
1.88888889,-0.333333333,38.0825508
2,-0.333333333,34.2885524
2.11111111,-0.333333333,30.4938244
2.22222222,-0.333333333,26.7863586
2.33333333,-0.333333333,23.2409661
2.44444444,-0.333333333,19.917426
2.55555556,-0.333333333,16.8597329
2.66666667,-0.333333333,14.0963464
2.77777778,-0.333333333,11.6412818
2.88888889,-0.333333333,9.49584014
3,-0.333333333,7.65075569
-3,-0.222222222,1.70934603
-2.88888889,-0.222222222,2.41216888
-2.77777778,-0.222222222,3.32194406
-2.66666667,-0.222222222,4.46493492
-2.55555556,-0.222222222,5.85756824
-2.44444444,-0.222222222,7.50158928
-2.33333333,-0.222222222,9.37982568
-2.22222222,-0.222222222,11.4534759
-2.11111111,-0.222222222,13.6618129
-2,-0.222222222,15.9249678
-1.88888889,-0.222222222,18.1500287
-1.77777778,-0.222222222,20.2401212
-1.66666667,-0.222222222,22.1055206
-1.55555556,-0.222222222,23.6753281
-1.44444444,-0.222222222,24.907946
-1.33333333,-0.222222222,25.7986096
-1.22222222,-0.222222222,26.3825979
-1.11111111,-0.222222222,26.7333906
-1,-0.222222222,26.9558487
-0.888888889,-0.222222222,27.1752918
-0.777777778,-0.222222222,27.5239745
-0.666666667,-0.222222222,28.1267976
-0.555555556,-0.222222222,29.0880932
-0.444444444,-0.222222222,30.4810129
-0.333333333,-0.222222222,32.340534
-0.222222222,-0.222222222,34.6604965
-0.111111111,-0.222222222,37.3945246
0,-0.222222222,40.4602604
0.111111111,-0.222222222,43.7460877
0.222222222,-0.222222222,47.1194482
0.333333333,-0.222222222,50.4359093
0.444444444,-0.222222222,53.5482789
0.555555556,-0.222222222,56.3152201
0.666666667,-0.222222222,58.6089615
0.777777778,-0.222222222,60.3218105
0.888888889,-0.222222222,61.3712531
1,-0.222222222,61.703481
1.11111111,-0.222222222,61.2952439
1.22222222,-0.222222222,60.1539865
1.33333333,-0.222222222,58.3163139
1.44444444,-0.222222222,55.84492
1.55555556,-0.222222222,52.8242137
1.66666667,-0.222222222,49.3549663
1.77777778,-0.222222222,45.5483667
1.88888889,-0.222222222,41.5199067
2,-0.222222222,37.3835116
2.11111111,-0.222222222,33.2462881
2.22222222,-0.222222222,29.2041868
2.33333333,-0.222222222,25.3387803
2.44444444,-0.222222222,21.7152477
2.55555556,-0.222222222,18.3815568
2.66666667,-0.222222222,15.3687368
2.77777778,-0.222222222,12.6920688
2.88888889,-0.222222222,10.3529714
3,-0.222222222,8.34134251
-3,-0.111111111,1.42546676
-2.88888889,-0.111111111,2.01227457
-2.77777778,-0.111111111,2.77243794
-2.66666667,-0.111111111,3.72838775
-2.55555556,-0.111111111,4.89460556
-2.44444444,-0.111111111,6.27366183
-2.33333333,-0.111111111,7.85277016
-2.22222222,-0.111111111,9.60161714
-2.11111111,-0.111111111,11.4722046
-2,-0.111111111,13.4012505
-1.88888889,-0.111111111,15.3153376
-1.77777778,-0.111111111,17.1385208
-1.66666667,-0.111111111,18.8015922
-1.55555556,-0.111111111,20.2517694
-1.44444444,-0.111111111,21.4613241
-1.33333333,-0.111111111,22.4336903
-1.22222222,-0.111111111,23.2058919
-1.11111111,-0.111111111,23.8466758
-1,-0.111111111,24.4504109
-0.888888889,-0.111111111,25.1274895
-0.777777778,-0.111111111,25.9924962
-0.666666667,-0.111111111,27.1517016
-0.555555556,-0.111111111,28.6914514
-0.444444444,-0.111111111,30.6687726
-0.333333333,-0.111111111,33.1050974
-0.222222222,-0.111111111,35.9835085
-0.111111111,-0.111111111,39.2494361
0,-0.111111111,42.814376
0.111111111,-0.111111111,46.5619682
0.222222222,-0.111111111,50.3556942
0.333333333,-0.111111111,54.047468
0.444444444,-0.111111111,57.4864848
0.555555556,-0.111111111,60.5277949
0.666666667,-0.111111111,63.0401726
0.777777778,-0.111111111,64.9129284
0.888888889,-0.111111111,66.0613756
1,-0.111111111,66.4307214
1.11111111,-0.111111111,65.9982157
1.22222222,-0.111111111,64.7734749
1.33333333,-0.111111111,62.796997
1.44444444,-0.111111111,60.1369987
1.55555556,-0.111111111,56.8848225
1.66666667,-0.111111111,53.149258
1.77777778,-0.111111111,49.0502034
1.88888889,-0.111111111,44.7121222
2,-0.111111111,40.2577504
2.11111111,-0.111111111,35.8024574
2.22222222,-0.111111111,31.4495859
2.33333333,-0.111111111,27.2869875
2.44444444,-0.111111111,23.3848566
2.55555556,-0.111111111,19.7948508
2.66666667,-0.111111111,16.550386
2.77777778,-0.111111111,13.6679184
2.88888889,-0.111111111,11.1489758
3,-0.111111111,8.98267972
-3,0,1.16123657
-2.88888889,0,1.64005076
-2.77777778,0,2.26093969
-2.66666667,0,3.04276045
-2.55555556,0,3.99817442
-2.44444444,0,5.13050634
-2.33333333,0,6.43103334
-2.22222222,0,7.87731742
-2.11111111,0,9.4331755
-2,0,11.0507235
-1.88888889,0,12.6746393
-1.77777778,0,14.2483988
-1.66666667,0,15.7218216
-1.55555556,0,17.0589093
-1.44444444,0,18.2447575
-1.33333333,0,19.2903398
-1.22222222,0,20.2342109
-1.11111111,0,21.1406198
-1,0,22.0940847
-0.888888889,0,23.191031
-0.777777778,0,24.5295432
-0.666666667,0,26.1985255
-0.555555556,0,28.2675903
-0.444444444,0,30.7788048
-0.333333333,0,33.7410894
-0.222222222,0,37.1276589
-0.111111111,0,40.8765131
0,0,44.893671
0.111111111,0,49.0586444
0.222222222,0,53.2315489
0.333333333,0,57.2612389
0.444444444,0,60.9938927
0.555555556,0,64.2815319
0.666666667,0,66.99002
