请求数,耗时
10.1485909,74.3019508
19.8742859,83.6541409
31.6256406,114.370881
18.2636823,77.1964979
44.4104986,123.689946
40.0566343,147.113108
22.0559872,93.6706137
42.3202039,170.704219
90.5088917,228.97385
83.412554,227.770018
35.4196571,153.848544
58.0104924,160.489769
17.6096964,84.7588452
43.0651764,181.534438
19.4796282,102.461996
60.6954626,208.807627
31.014117,111.787894
68.3430357,218.098793
16.6061712,77.7609548
25.4066524,119.117844
75.8315315,196.528314
61.8874338,176.572088
74.9874269,200.078771
28.4869729,115.054469
26.2648093,91.4767377
50.0082331,148.007721
27.6102565,89.2604673
55.4691636,162.058035
22.3765484,87.8667875
26.0502822,90.8631748
4.12037409,63.9640427
37.0619277,128.801571
22.3734002,100.242027
29.4740258,126.414412
45.3815108,140.394419
63.998528,208.069493
46.3220273,158.899446
14.5886449,81.1804853
36.7365502,131.094155
55.8440126,223.105607
33.633452,127.827177
19.0471036,75.7324398
26.0793669,109.054422
65.2374013,197.249912
18.3879409,88.5816804
49.7367139,162.241677
27.1091867,93.5471944
26.3929304,107.806759
33.9680138,136.669397
29.3787935,120.935421
56.0931099,148.852931
45.1086207,146.219011
27.9069464,102.364924
92.6675487,226.977125
35.9086449,129.365548
36.8183153,140.024452
23.7117771,91.4000055
7.95084537,73.9454088
21.2655244,80.8435095
13.0680221,68.004661
17.6734068,113.05224
23.2960448,88.6109323
15.3055038,71.1320933
44.3778619,136.59171
12.7000741,68.0163543
27.3878224,97.3347355
34.5102871,115.417049
17.9504617,99.4047123
77.7467124,225.304591
39.2666645,119.596261
27.2911857,94.8569546
34.4873084,111.619368
27.0362607,158.57115
33.2173519,142.901697
10.3995251,71.7234733
40.0957428,132.611987
21.4669939,80.5110833
41.7691766,122.48056
43.9123906,143.719938
20.1320105,104.477045
67.3791019,172.0397
33.9644796,104.461458
49.3670239,168.590644
11.9740286,69.5289
20.770833,80.6110386
34.9335074,116.601982
30.2283725,112.743737
22.2652677,132.634722
20.198153,112.242699
56.8245045,174.89059
15.2190437,73.1251502
35.4018329,122.803671
113.526007,285.450633
14.6179519,85.783248
43.9757367,154.406004
32.5026502,107.222847
8.02717649,67.1384166
11.0543624,116.898567
18.2141261,118.58758
37.6289163,143.510332
41.5990717,168.523268
4.86541342,54.0721886
37.9258922,125.243528
3.39459075,76.3639633
6.21491436,62.2864998
58.7091884,192.494785
41.658326,128.097756
18.2230866,84.6997122
29.2598253,98.9192483
12.9285318,95.9104738
17.8519862,74.4292864
8.587911,72.6460814
55.4288134,180.285735
75.8436866,208.217873
68.9682438,176.95069
40.4479603,147.446269
42.817895,158.828563
27.1480369,96.1797129
41.2554383,145.97354
44.3121483,147.722708
73.9181759,195.158407
6.85831972,64.6778711
20.5902404,79.9773162
20.0711432,84.2744182
26.6273823,113.423836
36.927257,123.784032
37.8606472,129.303169
128.017975,311.717617
9.41794274,69.8857942
61.3724989,167.920608
12.1567431,136.698057
30.9529388,99.5655952
16.358979,82.3845328
21.5391396,79.3131648
19.9449029,89.9342055
32.6887851,144.391427
50.7348342,151.310242
47.7601843,187.593447
31.5698177,128.290687
48.7506684,147.76809
40.502818,136.681889
24.6106352,121.779547
56.9269321,171.409177
54.5726062,170.013502
16.5905613,76.6952184
56.013091,161.865781
81.3104738,225.567786
97.9706247,265.301666
31.9574183,110.726923
42.6535054,129.604362
67.9437509,188.162798
70.6930612,192.141979
85.9501703,210.170627
31.2804077,120.741804
52.0071316,149.206813
19.6536877,101.108236
25.7614746,123.617234
45.5611884,136.16567
9.59291101,69.67914
12.8185451,63.9642348
24.1190327,107.301086
42.0966404,141.04607
57.4386177,180.433736
53.4783015,177.166344
18.3626347,86.4459218
54.1399349,153.775734
25.095264,133.131581
37.9057831,139.981905
27.3217145,124.081031
58.0283436,213.407254
31.6517225,117.73678
70.3154787,182.541615
60.8819577,167.781561
16.9071701,128.64888
25.743285,99.7735417
42.4661767,156.105636
38.1935986,119.97271
10.404051,67.0674865
25.2660863,85.2856078
38.7430007,123.342996
23.2863929,143.013219
36.5994067,142.857607
16.1326354,87.8045804
44.3364035,141.270187
8.49114293,65.9903384
20.1314237,118.722989
32.683577,122.432891
58.4305408,189.376509
27.60857,121.902252
13.1380504,95.9548381
30.2925136,127.400105
33.9637251,124.204003
15.0700985,94.4320225
42.0851391,143.315823
23.9408028,135.887454
62.6864819,167.409404
19.5250278,78.601913
24.5920071,90.4043122
25.4406661,108.146866
14.3560364,67.0191693
4.26092148,114.992977
25.6006853,112.356622
58.0836477,191.528951
58.3339823,156.640015
29.4713628,106.165211
20.1107306,84.1425339
41.222404,128.449558
86.5750296,213.25081
45.4004539,143.54185
39.2785718,123.753019
62.0273915,160.345803
32.184876,111.724969
40.8723606,124.301635
142.740779,331.734989
24.4561606,110.547581
26.3186168,122.902756
25.1922094,134.063533
42.8223304,140.331159
32.1039512,136.046647
24.0861849,102.266109
42.126516,148.331963
34.707932,113.23114
58.8020176,161.229183
126.43563,311.71176
22.6560971,103.695581
32.7311035,108.905925
61.0625339,169.219428
25.1480694,84.7681852
36.1520843,120.371895
53.8036173,142.610526
10.1350399,59.9396192
40.5575916,132.865076
11.6894134,75.14591
27.1440461,114.664871
34.0729294,135.894764
54.9608358,175.836918
26.1250042,123.337757
22.0566705,90.8921953
43.4948563,130.114304
58.7276188,163.362328
12.1481211,113.602295
28.4529278,106.86213
53.2026009,160.149391
28.3385153,121.559929
32.0660535,128.415757
25.8372996,118.411364
28.553537,107.854143
19.4623307,117.52584
37.1768074,131.556139
31.5956808,110.05264
31.7270045,119.118111
15.7768686,79.9369512
48.9673952,159.473429
75.5626983,194.338539
23.9148294,99.4874232
14.8873246,111.052153
36.0587857,110.840814
49.4983244,142.295058
18.4012039,102.168117
43.8572874,154.486354
11.617559,64.9894624
54.5105181,157.261836
72.2288433,226.353207
33.9833218,109.971154
23.5812224,97.7592439
89.1711812,243.567923
32.2496297,99.8842198
22.2792955,79.4342138
13.6588964,68.6775061
45.3453617,132.923526
25.080344,99.1052816
64.9791169,194.112398
25.7952232,124.885228
43.6627057,126.845079
19.5410298,86.2258232
25.792644,98.1648354
15.9690961,83.6125751
44.3804994,149.411971
36.649377,117.206551
28.3331583,117.457894
29.1464112,107.855239
20.7935882,96.6731221
36.5377144,130.149385
45.1338337,158.171116
9.29755041,59.7131006
12.2478998,69.4039635
20.7514843,106.935958
42.9210231,149.213438
54.386254,156.806858
39.238609,153.408407
81.4560353,239.540461
45.7968635,128.552177
12.9399025,79.7839084
51.8012393,153.834871
37.2517165,131.216394
29.2400522,117.587851
17.9220181,86.2403127
34.2866241,99.3833665
56.197193,162.506346
39.7013547,128.436251
38.4673049,123.210022
93.2849706,265.930917
27.1168393,93.8305455
35.3036171,144.417072
41.4423813,124.059387
9.0621446,80.0963572
45.2110735,125.226589
27.6470317,166.588061
36.0116613,112.770488
11.905518,77.1530712
50.8400076,149.109401
41.0269205,171.057344
28.5118958,98.21891
59.2371887,163.892197
44.0264889,161.34567
24.0691296,129.308735
39.2176174,126.291679
49.6024899,137.442668
31.2548025,147.278306
23.7048065,92.8152439
29.8454219,111.862206
12.6481282,72.4071913
30.9265718,130.930326
19.3060412,109.929071
20.3658957,82.1793649
74.2210952,193.632298
32.8925953,114.71468
23.5673447,163.731183
26.3608781,97.4713305
51.3548007,151.416592
40.704927,131.517955
29.2570593,97.8787023
39.0359533,135.633261
32.0012522,106.48128
19.6976292,98.827379
46.7453021,156.80106
73.664652,202.22258
9.02449345,63.4316914
29.3585179,164.489186
15.3030411,75.7937514
43.7109398,124.085683
26.9874457,108.814481
22.1279628,114.207673
44.5728478,128.606811
32.7180313,148.40352
59.1519215,177.284954
68.5839878,184.223117
35.153506,125.760486
43.2875119,141.335045
89.7058526,237.003942
67.9347648,232.991401
63.3908083,160.984623
36.3082333,122.969428
39.3663064,150.326019
21.9245017,89.5414724
57.106027,178.273919
14.3841626,92.9077351
23.7931518,104.813274
50.5223526,147.93137
84.7234179,212.833843
16.079112,92.5198329
38.5586546,135.077475
16.5919158,83.8417435
46.7682568,153.031344
51.6024591,142.078793
26.8770281,124.329809
12.8373544,98.854294
52.8160291,145.9796
69.3552306,190.228773
14.1237854,68.3267312
43.0117663,129.693576
58.790898,163.327163
36.7294339,125.929721
69.401109,205.760444
16.3612501,81.1617526
48.0804529,153.102054
22.0882665,100.991255
24.7158233,82.0813694
12.755426,75.8042443
35.9397005,139.728033
23.9274121,143.080311
48.159195,151.552329
43.6912758,141.936623
26.6904298,97.416612
40.5369311,141.515609
57.0098374,228.909212
35.1712617,112.213909
47.7509519,155.83272
56.867611,149.668457
22.8813142,94.0039837
20.8222549,77.2794381
24.5995118,85.3795524
30.6063944,115.576309
5.72089165,74.8088802
29.6953649,99.0967941
23.9260109,92.2110643
32.2548678,97.0460005
49.2623359,138.978496
40.8253566,158.757709
45.059164,170.696977
16.6810429,87.912625
43.0943852,136.062984
38.3296341,128.188239
33.6686526,105.631786
51.7985759,151.981918
134.285909,334.940681
20.0085676,91.6562434
31.1426025,113.421477
70.5867929,205.101984
37.937007,131.104319
21.793312,88.6428352
17.9252999,103.622087
5.77780105,67.4101851
8.78742519,60.9029131
32.3570848,99.3473631
19.2071869,70.2959396
35.5696964,114.66568
44.5678938,134.840808
23.5301498,93.1211217
32.6015044,120.534573
16.9125299,74.2406252
46.9656749,156.618829
25.056854,137.358126
25.1801936,104.331437
14.8027897,102.266803
8.26353766,89.6805371
42.3148543,135.613214
19.0784669,94.8720665
22.5401411,92.7092856
132.095073,350.356169
50.1483668,187.912197
62.3439277,171.934128
107.26565,264.103197
33.1796059,101.387795
36.0937688,122.729479
28.0061002,132.596163
24.9056031,96.2039384
19.8714095,92.1165803
46.2320839,144.559507
34.6341409,125.775455
10.675009,71.5182286
15.3833306,74.6477537
32.9633645,120.687356
51.3813715,159.853448
7.50512936,50.3930811
15.3646529,93.6790351
48.3771504,165.904312
25.348194,103.531585
69.7439769,186.829746
30.6842408,95.8406178
41.4561222,131.228678
50.0075053,157.95782
40.6678563,163.24022
20.7426314,96.0307609
34.278638,105.362269
20.3179002,85.0187294
107.872845,272.535039
21.7126155,87.9462625
13.3491942,103.907114
45.523982,137.675229
15.8894347,64.7387887
49.3717932,143.768779
16.3938475,67.9255973
40.1265173,124.129775
17.9378252,87.7331862
25.5882535,101.632806
51.1190262,150.625283
31.693137,110.035115
15.3789177,88.0325899
39.2102702,186.022495
79.7121869,215.342337
31.7534776,112.302772
30.4699648,101.288592
23.2637253,103.111718
15.8736662,83.9263529
53.3870389,153.789344
6.81299812,61.426465
33.198384,144.895312
42.7503223,123.871699
29.3434464,96.8046689
18.7654045,83.0508198
20.494674,96.9641676
18.9627726,108.492529
20.0334368,75.7077169
33.4355393,119.092553
15.8626601,90.6619156
41.6503577,132.829612
43.4806384,151.984793
13.7372274,97.1230851
14.8277163,87.6180101
28.5072111,111.746059
83.7134828,234.412214
15.9980052,80.7628706
49.4002676,130.789145
14.4671004,58.1326159
13.8512662,82.2145116
36.942884,126.256193
24.9355503,94.0723867
6.23183761,73.2945583
20.2999002,91.9317611
7.42724046,55.9180778
58.9567015,189.374942
13.6829603,70.329035
26.7329337,139.751139
121.088213,325.143439
22.472541,90.6280044
34.693365,112.522751
16.6557512,99.9316979
32.4244049,118.150456
30.8792437,117.813922
18.676261,91.4983226
53.2529112,146.980233
35.4368229,159.338008
50.3109276,144.267001
62.4159709,206.083894
32.0255371,139.516434
40.9743276,145.786539
39.4395953,117.154847
35.0135786,135.852946
23.4472265,96.6220553
19.5399143,99.5857419
36.9111991,117.429749
28.2292115,139.310925
52.1104224,169.049042
12.0077911,70.0483896
75.0966051,192.870103
37.4369807,126.331539
86.8799657,260.762239
46.5727461,140.961154
81.0216068,218.974288
14.9524259,82.6718208
35.9999666,136.169501
48.1038389,154.776203
5.04919846,55.8383294
30.2829947,98.7504935
20.5747624,102.737772
38.1858903,137.351818
52.801422,153.092866
23.8320009,97.0654111
27.2905996,97.6541547
6.90213835,63.2498831
47.7318847,157.111033
17.2932908,78.8045362
16.8043562,100.107319
16.9482405,75.4710705
38.093214,108.833305
62.4120919,206.885758
26.7898994,91.1469407
57.9393323,174.205455
11.9788892,123.584314
69.4480323,202.97669
39.2621029,141.506586
21.7111575,85.114703
64.5918351,262.679208
30.971751,123.471203
57.8265594,181.145599
74.0129186,196.671802
20.6366338,86.5857165
56.3769164,170.770487
11.7992871,61.847727
8.88264187,64.1979843
29.909419,138.021772
44.1914231,132.627268
49.441222,157.498482
87.1608801,245.123881
36.7396578,119.900304
30.3432254,108.665514
17.4549667,95.4196899
22.8600047,97.8627445
71.7823617,184.194417
34.1559344,131.478321
112.580008,297.604716
97.827634,258.619601
81.9216154,220.207815
27.3311547,95.8212918
67.0370239,189.016589
35.7444959,110.583899
38.7381231,135.943201
36.2658715,128.503002
49.6148523,155.099874
16.7036751,92.6429849
26.0863128,103.332608
74.6904425,203.399795
57.9384268,185.162825
54.7187705,156.119075
39.2465589,122.443863
26.0993222,125.928515
39.3064743,139.250366
12.5193697,64.1932838
51.8932194,142.120696
24.5002001,101.198893
8.71678469,59.8669594
6.86946927,58.1124159
39.5951947,121.597581
25.8456642,86.3359417
57.6852195,170.375766
13.5136671,118.534864
56.442434,156.863283
58.0583191,211.493386
64.747686,191.771836
29.548294,103.338383
31.0731203,119.867087
24.3393796,115.444386
36.5589253,135.993916
33.0934344,110.489732
42.4414468,164.599001
42.6900413,133.926332
46.5319444,158.817155
37.8519135,119.293728
83.8804105,204.845915
25.5109508,91.5665727
60.3261808,181.264947
12.2455222,62.1131739
16.5591376,103.684802
52.8493376,159.747151
27.4774638,127.791328
88.0274825,220.074937
124.070389,317.356992
45.0503494,156.6105
18.7774927,84.5335495
32.6721105,122.754837
29.887592,104.191828
37.4614319,137.17791
36.4771184,135.875315
9.61344889,58.5464407
20.6066059,81.0635862
63.1849082,180.230618
27.7710211,164.832471
36.688002,113.224406
7.79665566,66.9543624
25.4850619,89.4870358
12.1455069,86.2048317
43.8539114,151.857695
59.4873034,179.123617
5.51153577,43.733536
24.6410441,87.6007653
62.4278679,186.485368
51.7857342,142.828459
25.9386427,119.586706
29.0965533,121.068846
25.7563815,141.289445
15.8258512,68.4410243
59.3046176,171.753674
34.8620508,108.970086
23.2445059,91.1667921
43.9028723,160.214981
19.0858562,85.8286057
41.4524571,131.259442
8.62296112,50.4105233
40.0504793,136.616035
39.2950241,139.987952
35.6067406,138.994428
8.09717309,55.194036
48.8643337,152.084633
93.6956342,249.781032
83.3072288,239.965425
36.2698079,118.942755
51.3110429,149.150601
12.4264853,72.1536617
36.0461334,138.61723
28.4960516,128.830061
58.3888271,152.447006
18.0527597,110.792328
20.8221997,80.3844465
55.3541483,159.227546
68.5187208,199.828049
83.7887865,223.216537
28.0202219,119.2755
17.2868592,96.1617943
35.6682382,158.454088
41.1794529,132.71946
15.1866626,97.0272653
66.5151443,204.265369
89.6806646,223.174225
44.1331749,137.585112
61.6796746,179.774437
53.0266839,163.675204
18.5136974,74.6571009
89.6111476,253.630512
26.3332792,105.605115
69.8069382,195.613834
35.2410231,133.309624
66.8669534,173.97998
79.0541358,223.877163
38.4541771,118.815722
46.3071559,155.031551
17.2598113,82.529347
32.7258755,131.426364
36.2353642,139.986122
34.5388165,137.923423
59.6375398,188.185477
52.8470773,213.042127
31.9281832,133.138912
32.0576037,115.532521
17.2710272,107.809588
26.8187339,104.606834
36.0450979,124.449712
6.58110456,57.3817828
33.7084849,114.416546
36.9822775,114.14097
42.7543629,124.304626
26.2247931,82.4505763
55.1368553,150.769242
30.5441253,110.698062
51.4867443,142.191032
30.870756,112.515929
67.5999075,188.572098
44.4050834,150.586267
41.1471626,133.630942
46.2417399,128.611592
20.3771298,80.450229
39.3482491,156.970131
60.5803,183.330601
30.7203876,131.397683
44.4360834,133.536705
44.7009141,141.546959
46.0645871,139.756488
57.0038333,156.548593
28.302582,116.198654
41.4887233,139.065002
23.6508887,78.9779395
3.66043152,54.6260605
16.6978235,122.901885
33.9185941,105.070321
18.2258131,104.38933
9.82674762,103.419767
12.4691773,115.346409
26.9333993,100.181667
20.1993103,99.9962313
31.5512542,129.280462
39.1261165,152.676955
24.7774053,103.516042
19.2830332,95.2454191
44.0507821,157.840994
16.9230917,65.5381352
19.8114265,100.854491
21.3652842,101.975912
10.342798,96.8951549
27.76814,109.838488
7.30480913,54.0955762
32.8352683,106.935841
36.4910319,121.248195
6.73132766,54.5404904
25.538979,96.6397677
34.0131864,149.052479
12.0132105,113.419202
73.2173329,195.097811
5.11786878,48.5133287
25.6829053,140.626668
42.0318736,139.114996
16.8393477,73.5980288
22.7714562,99.1987663
48.1130287,143.585448
15.9156948,115.548422
60.6418136,180.005383
26.5706374,145.446002
12.2809434,66.5029829
9.89420081,56.8410997
28.2854438,105.847666
7.87900017,114.8593
27.1048517,90.2260456
17.7234638,73.1074389
62.2172065,168.990805
31.4850559,117.782147
27.3312267,126.083685
46.9904507,147.927043
70.7143151,222.10678
49.2418837,151.650756
41.6430042,139.88392
22.7429956,113.306866
21.5533351,83.0834138
75.982113,201.189388
48.2606608,169.456136
26.3805898,106.718856
42.4189035,122.19683
31.1318945,102.447682
14.5113193,93.5285708
26.8214666,107.444101
39.6704339,124.094325
34.6171896,116.321583
26.9063815,97.5148008
25.7199437,93.6807175
16.0557091,87.0268117
25.7595947,145.708372
57.4361368,165.184143
44.7044607,136.678441
38.1001316,114.833544
24.3677912,108.599497
33.2550339,143.002101
8.63037422,68.4557152
14.7636626,73.9409432
21.8687603,79.082376
15.3333227,95.6743218
20.8822322,88.7219104
38.703104,149.077147
42.6357531,135.606055
21.9474447,109.20925
33.9745342,111.522624
22.8111914,127.337138
63.3529364,172.163725
125.232128,304.434715
26.23969,97.459675
48.9597055,174.352726
29.1812829,129.549833
12.600523,67.8114956
12.5058454,66.2474217
28.0646497,120.171967
20.2432619,82.1483841
41.0319278,131.025742
29.6298308,97.2552013
54.1358086,161.521573
51.0245452,182.091499
49.2189709,214.124443
21.8947097,92.1614399
50.4188289,145.995772
24.1358347,78.9765325
6.79902243,60.2743049
33.9725138,119.519054
71.0662622,208.581752
37.3873781,125.649872
35.5179419,117.994097
36.8309933,140.167684
20.5210084,78.3518067
16.8878202,84.0841032
41.5659667,146.023147
21.9055514,114.51271
21.3021016,108.110469
90.3537122,242.48707
13.9978809,91.2663321
29.8731899,120.879626
63.9833264,178.772687
53.6480645,157.392565
50.0683561,142.949984
64.6442527,196.354371
23.1595684,97.4483622
16.7185117,77.6766903
28.064622,124.465029
30.0238771,124.5673
42.4749413,138.687166
21.4775009,79.1394591
22.9305366,104.660479
9.57917176,58.5913545
36.0654061,112.500021
16.7514859,70.0285572
11.5671006,78.726139
25.8616614,97.1198126
33.3055268,128.123356
42.1093549,142.959283
15.704009,83.4863783
15.5995812,88.0651622
23.0783386,166.40264
25.9925151,124.700524
28.3455628,97.4163399
22.2634584,83.06908
31.4114188,105.472952
22.7912487,93.0138216
26.8342418,99.4225484
37.8333414,118.842637
14.1820184,69.1491228
41.0196781,137.24491
39.7207555,129.198226
17.4380472,76.0012685
17.5261107,114.722666
14.2646181,91.6371316
31.3672071,125.335375
7.10078395,64.496402
27.9477085,129.435756
41.6184888,157.8516
71.0623879,185.044671
86.4270928,231.261315
39.1557251,130.34921
23.1118454,95.7286612
61.3016232,207.876976
21.6600085,102.803586
22.2437847,115.764678
20.526264,109.712009
75.7075771,194.107223
24.4599094,95.7443241
21.381909,73.4013945
58.7144245,154.346184
69.0714694,209.632777
39.9129805,134.983651
39.3079296,137.245887
14.5309586,65.5254807
28.5486385,97.7435575
69.3637172,217.922647
20.6915747,75.4436874
19.6068372,75.115489
20.4361812,86.5440719
18.1914129,75.8763193
17.1244593,102.283794
44.7161481,141.429805
33.3231904,110.446741
75.6455478,202.525723
38.1486258,114.247678
25.3479572,94.6676259
61.083807,160.588047
87.8862131,238.962875
48.7657015,155.496336
79.5791927,227.831787
53.017313,191.855519
27.9526794,101.519885
52.149501,163.820992
39.6773432,139.015085
67.092178,188.05986
52.5633646,160.038678
28.362948,123.606858
48.7002464,171.427932
19.7963752,72.348851
43.7680285,161.778824
41.0892247,156.490443
47.5652472,169.51111
16.0841911,79.0828545
43.6557473,151.695217
21.8286338,90.8872734
30.5108031,98.5025806
41.9808217,149.655113
13.11367,69.8440949
19.1362187,85.6482312
79.0801659,204.171541
133.081632,311.808314
52.8699512,173.149846
45.8056912,147.482222
4.7676052,59.7194062
20.216265,111.645439
23.5842432,89.2994515
49.2308113,161.43282
73.5115665,194.423984
29.0670316,106.699892
11.561713,71.0216823
41.2947323,158.909569
38.3099768,133.02683
42.8903099,138.230652
54.1090588,154.793273
28.3617851,98.351465
33.3061303,100.202505
5.75835209,65.7485662
20.322689,82.4916795
32.173969,108.462689
22.2756802,77.2107101
26.9949984,104.679021
15.9271605,89.6373567
15.5432089,83.5996846
21.6755577,95.9053316
55.5777542,155.84235
56.951769,175.571391
25.888742,161.377561
62.423909,168.692515
8.9021034,67.0894986
23.6181634,135.94032
87.5379935,223.506213
48.8771678,130.981458
47.121298,154.013975
77.7800891,246.843793
9.45644438,69.3804875
63.5529342,193.421648
23.1990341,99.0441511
39.7555036,134.902603
16.8202754,82.1308972
35.258418,109.328258
25.1351451,93.3791399
58.0185065,169.907888
138.72896,342.602965
35.1578735,134.516457
53.9907655,176.297134
11.0479826,67.8174744
32.8092853,147.376696
32.0759153,146.39324
7.24960886,60.8355996
40.0202334,146.886101
35.3678754,181.147763
55.2944212,202.038947
23.5965434,147.941146
87.467606,262.428142
12.2884633,86.5793655
16.9730904,82.1303757
47.0104296,150.599425
25.1356383,96.3936767
17.4121885,86.8125127
22.0755843,87.1738005
13.2616023,95.5658763
32.2438173,106.038531
46.9264271,162.180209
32.9012559,107.575599
16.592822,120.828742
19.0245677,88.916848
21.2480396,97.3702106
59.6392528,165.942243
14.7784959,71.3590413
21.1856644,96.9858793
31.943315,108.617216
41.6941995,127.952378
31.2314154,129.420092
12.8800278,82.4817369
8.3693787,73.8918004
22.6102695,126.205753
48.1735401,152.298155
11.6205363,90.3809557
48.0288121,155.403947
35.4652761,136.813362
16.4035418,88.6111595
17.6716576,126.522527
79.1770414,193.500561
8.76905414,74.6682725
25.3758461,86.1962577
17.2599083,90.2759728
45.7460468,173.139876
22.2079361,105.382012
40.365184,135.634285
27.3792424,88.7787253
15.2452061,98.9849184
24.046377,110.997084
46.7067927,173.579372
31.7023486,102.306707
43.9768627,155.27091
66.7321885,173.594152
17.8925653,101.232901
56.9930969,180.822797
21.3765713,85.2148784
35.4389922,116.769215
34.6667361,126.191622
29.2816507,147.346653
18.6082588,76.4281035
14.5832935,107.114315
62.7901523,191.210599
34.1537925,126.364575
49.0883011,158.826011
49.0102833,146.868724
27.3047917,114.659695
22.4550205,99.2340048
40.2074794,135.764644
21.3020974,130.344788
3.23285515,43.2188515
25.3707314,90.391227
31.0705165,107.903696
33.7516891,105.715601
40.4350673,136.713888
91.6284977,253.735537
25.0411225,86.8420893
43.2742298,167.203287
35.5280847,145.393445
38.5700286,170.041367
89.1029156,219.324225
21.6890174,102.895632
45.9382038,160.193549
33.8226048,135.452125
53.8625718,167.619935
20.2511934,80.1934206
38.8017212,133.376799
18.3706395,96.1415604
22.290955,102.819589
58.3370466,171.489888
14.3295769,81.9238882
35.4292301,149.145362
10.0257688,136.262785
44.0726391,150.713944
54.7500491,152.058566
29.658492,107.518942
21.7705862,78.0329596
49.5061564,146.169787
22.8486344,92.567443
28.698902,132.096041
37.9267843,125.902681
38.7889316,114.023853
31.3255231,121.458566
24.0469661,94.1498407
20.976078,99.1126894
55.1572983,157.658763
61.602529,181.749454
16.5991781,65.8939557
7.3671466,60.5635793
10.6858141,88.95481
22.9622774,107.538777
16.4256464,78.4936702
16.7883346,86.0859573
32.6322291,114.268138
16.4753153,81.4956421
51.884707,168.309605
27.6151066,136.574955
37.826413,117.552347
26.267781,98.5103086
26.0398571,121.532577
10.6101268,71.6930441
52.6655787,159.707557
55.9693916,158.324047
14.5942541,89.7292393
67.3873206,203.823663
7.23609672,65.721132
40.1915848,148.295369
24.1598028,153.239966
50.9695317,157.906577
39.7331589,136.187371
35.7200295,144.570209
49.3234165,142.709264
13.3370929,72.1958286
33.8702369,114.125686
34.4520148,105.323583
19.7385655,103.929687
60.4104546,180.879116
44.0583178,156.662429
34.7622663,119.690268
36.8236451,157.461499
75.9125524,221.790056
31.4250067,106.028341
46.8137033,158.858968
35.3911467,108.173221
66.5274715,181.642157
4.68702831,53.0629932
17.9118456,85.8837093
6.87199366,68.7030849
45.0419507,156.057205
37.5202128,110.922787
56.768277,169.513223
71.2466147,186.688609
17.6505717,85.9403451
60.4540224,184.114361
39.5702212,135.535652
41.2696568,146.021403
38.850152,150.228408
32.9568083,133.549706
16.1130129,75.8893568
31.5959576,136.474798
28.5815093,126.539969
66.7588302,200.072696
16.5960712,70.3119626
47.0869052,148.990171
52.8106003,148.789081
47.6861034,132.778235
25.0606534,147.95973
16.9185581,92.2511108
28.9336301,119.467212
34.8919362,107.516011
5.38385401,53.1328562
20.4274354,100.35682
13.0067244,96.7351893
20.9279438,87.7141656
68.457738,186.558135
46.0999241,152.067851
26.6478785,96.1058528
41.7582204,150.439164
30.0429394,157.51058
20.8498323,106.918592
35.1279019,112.12227
27.6515728,113.202235
18.0969826,73.6309072
111.168339,315.261309
34.4250914,118.379686
26.1911192,87.2417327
72.4200296,184.691541
73.3898557,213.730561
23.135262,116.536592
44.8697298,150.647748
11.3043598,92.3466901
40.177234,154.944766
32.8355318,104.318185
55.4078168,147.641467
13.5869206,74.3578239
65.5786592,189.018846
42.5915433,156.840029
27.1894347,92.807135
19.5164208,85.3348286
42.6820776,119.441421
34.5514473,125.372954
29.0398515,141.078026
32.5989088,128.729358
16.834297,71.7988372
18.4262486,91.9504487
36.0141131,116.108767
49.0857286,169.384591
19.8911122,90.453526
36.6034697,132.198092
17.7484552,84.0104436
29.5042943,108.948481
43.3130126,138.797001
22.7123216,94.0144383
42.4220124,151.263567
26.8284465,150.107791
71.9095948,216.644535
73.0969915,210.206945
46.1620358,127.250199
41.9757937,129.463429
33.0987722,116.465792
56.8286379,158.255812
25.7180977,95.1764344
48.3786403,142.625495
12.6429802,58.3523712
12.9072085,79.5483781
19.7460478,99.8947403
33.2695367,123.316661
42.1426862,127.150479
16.9092374,81.8775183
6.23561967,56.2032118
32.8189225,111.60557
42.2577968,123.529518
24.0461556,118.94092
75.5296727,226.317976
16.4321276,149.808168
31.1077375,125.710494
23.6257664,85.417874
41.8322044,140.281447
33.3585363,112.463525
24.1222104,137.170132
54.5559625,142.805185
15.9039395,78.6450414
34.1670159,108.131024
13.2531418,56.8235483
55.179827,180.582077
21.0418901,114.221484
31.5926794,100.834061
9.81168951,92.5477534
32.0940605,120.671409
61.740595,184.827756
37.5397971,126.295637
40.3042015,125.733016
18.9021651,111.061183
16.8271033,75.247482
85.6951371,230.032071
17.8166793,103.410376
21.2809117,79.255976
49.4294353,163.639463
27.4637685,174.647226
29.0004881,104.901043
29.3653225,122.170818
29.2350871,130.81273
13.0386867,80.4929074
62.1992111,190.474481
5.34945847,47.4227146
16.1855682,70.3307737
21.8365792,102.059116
36.304089,117.440484
15.7278175,67.9538788
40.9094032,147.218521
28.9958772,123.798994
16.4807543,92.186499
42.0178255,136.647044
17.99701,117.173912
54.5335048,160.831823
51.2745608,166.550563
90.3561972,242.518466
51.4636043,172.466832
7.94682608,57.5028206
62.5374854,188.745019
84.5901799,232.97557
22.8040988,92.1760211
11.5781421,71.2138975
80.3538365,233.996144
28.943914,104.679248
12.52162,117.096885
9.52347602,88.7117208
63.9496422,196.324514
63.2106121,172.3086
65.6086569,190.708371
14.5841717,58.8828729
