品牌,品种,日期,价格
周大福,黄金价格,2024-10-12,776.0
周大福,黄金价格,2024-10-14,776.0
周大福,黄金价格,2024-10-15,776.0
周大福,黄金价格,2024-10-16,786.0
周大福,黄金价格,2024-10-17,793.0
周大福,黄金价格,2024-10-18,799.0
周大福,黄金价格,2024-10-19,806.0
周大福,黄金价格,2024-10-21,806.0
周大福,黄金价格,2024-10-22,806.0
周大福,黄金价格,2024-10-23,806.0
周大福,黄金价格,2024-10-24,806.0
周大福,黄金价格,2024-10-25,806.0
周大福,黄金价格,2024-10-26,803.0
周大福,黄金价格,2024-10-28,810.0
周大福,黄金价格,2024-10-29,816.0
周大福,黄金价格,2024-10-30,826.0
周大福,黄金价格,2024-10-31,826.0
周大福,黄金价格,2024-11-01,815.0
周大福,黄金价格,2024-11-04,813.0
周大福,黄金价格,2024-11-05,812.0
周大福,黄金价格,2024-11-06,812.0
周大福,黄金价格,2024-11-07,799.0
周大福,黄金价格,2024-11-08,799.0
周大福,黄金价格,2024-11-09,799.0
周大福,黄金价格,2024-11-11,799.0
周大福,黄金价格,2024-11-12,788.0
周大福,黄金价格,2024-11-13,785.0
周大福,黄金价格,2024-11-14,775.0
周大福,黄金价格,2024-11-15,775.0
周大福,黄金价格,2024-11-16,769.0
周大福,黄金价格,2024-11-18,775.0
周大福,黄金价格,2024-11-19,782.0
周大福,黄金价格,2024-11-20,790.0
周大福,黄金价格,2024-11-21,795.0
周大福,黄金价格,2024-11-22,801.0
周大福,黄金价格,2024-11-23,812.0
周大福,黄金价格,2024-11-25,812.0
周大福,黄金价格,2024-11-26,791.0
周大福,黄金价格,2024-11-27,791.0
周大福,黄金价格,2024-11-28,791.0
周大福,黄金价格,2024-11-29,791.0
周大福,黄金价格,2024-12-01,796.0
周大福,黄金价格,2024-12-02,793.0
周大福,黄金价格,2024-12-03,798.0
周大福,黄金价格,2024-12-04,798.0
周大福,黄金价格,2024-12-05,798.0
周大福,黄金价格,2024-12-06,795.0
周大福,黄金价格,2024-12-08,795.0
周大福,黄金价格,2024-12-09,795.0
周大福,黄金价格,2024-12-10,802.0
周大福,黄金价格,2024-12-11,812.0
周大福,黄金价格,2024-12-12,815.0
周大福,黄金价格,2024-12-13,808.0
周大福,黄金价格,2024-12-16,798.0
周大福,黄金价格,2024-12-17,802.0
周大福,黄金价格,2024-12-18,802.0
周大福,黄金价格,2024-12-19,788.0
周大福,黄金价格,2024-12-20,788.0
周大福,黄金价格,2024-12-21,795.0
周大福,黄金价格,2024-12-23,795.0
周大福,黄金价格,2024-12-24,798.0
周大福,黄金价格,2024-12-25,798.0
周大福,黄金价格,2024-12-26,798.0
周大福,黄金价格,2024-12-27,803.0
周大福,黄金价格,2024-12-28,803.0
周大福,黄金价格,2024-12-30,799.0
周大福,黄金价格,2024-12-31,799.0
周大福,黄金价格,2025-01-02,805.0
周大福,黄金价格,2025-01-03,813.0
周大福,黄金价格,2025-01-05,813.0
周大福,黄金价格,2025-01-06,813.0
周大福,黄金价格,2025-01-07,813.0
周大福,黄金价格,2025-01-08,813.0
周大福,黄金价格,2025-01-09,813.0
周大福,黄金价格,2025-01-10,821.0
周大福,黄金价格,2025-01-12,825.0
周大福,黄金价格,2025-01-13,825.0
周大福,黄金价格,2025-01-14,822.0
周大福,黄金价格,2025-01-15,822.0
周大福,黄金价格,2025-01-16,827.0
周大福,黄金价格,2025-01-17,827.0
周大福,黄金价格,2025-01-20,824.0
周大福,黄金价格,2025-01-21,824.0
周大福,黄金价格,2025-01-22,833.0
周大福,黄金价格,2025-01-23,836.0
周大福,黄金价格,2025-01-24,836.0
周大福,黄金价格,2025-01-26,836.0
周大福,黄金价格,2025-01-27,836.0
周大福,黄金价格,2025-01-28,830.0
周大福,黄金价格,2025-01-29,836.0
周大福,黄金价格,2025-01-30,836.0
周大福,黄金价格,2025-01-31,846.0
周大福,黄金价格,2025-02-01,846.0
周大福,黄金价格,2025-02-02,846.0
周大福,黄金价格,2025-02-03,846.0
周大福,黄金价格,2025-02-04,855.0
周大福,黄金价格,2025-02-05,863.0
周大福,黄金价格,2025-02-06,869.0
周大福,黄金价格,2025-02-07,869.0
周大福,黄金价格,2025-02-08,869.0
周大福,黄金价格,2025-02-10,873.0
周大福,黄金价格,2025-02-11,886.0
周大福,黄金价格,2025-02-12,886.0
周大福,黄金价格,2025-02-13,886.0
周大福,黄金价格,2025-02-14,890.0
周大福,黄金价格,2025-02-16,875.0
周大福,黄金价格,2025-02-17,875.0
周大福,黄金价格,2025-02-18,882.0
周大福,黄金价格,2025-02-19,892.0
周大福,黄金价格,2025-02-20,892.0
周大福,黄金价格,2025-02-21,892.0
周大福,黄金价格,2025-02-22,892.0
周大福,黄金价格,2025-02-24,889.0
周大福,黄金价格,2025-02-25,895.0
周大福,黄金价格,2025-02-26,886.0
周大福,黄金价格,2025-02-27,886.0
周大福,黄金价格,2025-02-28,880.0
周大福,黄金价格,2025-03-01,880.0
周大福,黄金价格,2025-03-03,876.0
周大福,黄金价格,2025-03-04,882.0
周大福,黄金价格,2025-03-05,886.0
周大福,黄金价格,2025-03-06,886.0
周大福,黄金价格,2025-03-07,883.0
周大福,黄金价格,2025-03-08,883.0
周大福,黄金价格,2025-03-10,883.0
周大福,黄金价格,2025-03-11,880.0
周大福,黄金价格,2025-03-12,883.0
周大福,黄金价格,2025-03-13,890.0
周大福,黄金价格,2025-03-14,905.0
周大福,黄金价格,2025-03-15,905.0
周大福,黄金价格,2025-03-17,905.0
周大福,黄金价格,2025-03-18,905.0
周大福,黄金价格,2025-03-19,916.0
周大福,黄金价格,2025-03-20,923.0
周大福,黄金价格,2025-03-22,923.0
周大福,黄金价格,2025-03-24,918.0
周大福,黄金价格,2025-03-25,918.0
周大福,黄金价格,2025-03-26,918.0
周大福,黄金价格,2025-03-27,921.0
周大福,黄金价格,2025-03-28,932.0
周大福,黄金价格,2025-03-29,932.0
周大福,黄金价格,2025-03-31,936.0
周大福,黄金价格,2025-04-01,953.0
周大福,黄金价格,2025-04-02,953.0
周大福,黄金价格,2025-04-03,962.0
周大福,黄金价格,2025-04-04,952.0
周大福,黄金价格,2025-04-06,932.0
周大福,黄金价格,2025-04-07,918.0
周大福,黄金价格,2025-04-08,923.0
周大福,黄金价格,2025-04-09,932.0
周大福,黄金价格,2025-04-10,960.0
周大福,黄金价格,2025-04-11,990.0
周大福,黄金价格,2025-04-12,990.0
周大福,黄金价格,2025-04-14,990.0
周大福,黄金价格,2025-04-15,990.0
周大福,黄金价格,2025-04-16,990.0
周大福,黄金价格,2025-04-17,1028.0
周大福,黄金价格,2025-04-18,1028.0
周大福,黄金价格,2025-04-19,1028.0
周大福,黄金价格,2025-04-21,1039.0
周大福,黄金价格,2025-04-22,1061.0
周大福,黄金价格,2025-04-23,1055.0
周大福,黄金价格,2025-04-24,1038.0
周大福,黄金价格,2025-04-25,1038.0
周大福,黄金价格,2025-04-27,1028.0
周大福,黄金价格,2025-04-28,1028.0
周大福,黄金价格,2025-04-29,1028.0
周大福,黄金价格,2025-04-30,1022.0
周大福,黄金价格,2025-05-01,1022.0
周大福,黄金价格,2025-05-02,1009.0
周大福,黄金价格,2025-05-03,998.0
周大福,黄金价格,2025-05-04,998.0
周大福,黄金价格,2025-05-05,998.0
周大福,黄金价格,2025-05-06,1026.0
周大福,黄金价格,2025-05-07,1033.0
周大福,黄金价格,2025-05-08,1040.0
周大福,黄金价格,2025-05-09,1022.0
周大福,黄金价格,2025-05-10,1022.0
周大福,黄金价格,2025-05-12,1008.0
周大福,黄金价格,2025-05-13,992.0
周大福,黄金价格,2025-05-14,992.0
周大福,黄金价格,2025-05-15,976.0
周大福,黄金价格,2025-05-16,985.0
周大福,黄金价格,2025-05-17,976.0
周大福,黄金价格,2025-05-19,986.0
周大福,黄金价格,2025-05-20,982.0
周大福,黄金价格,2025-05-21,1008.0
周大福,黄金价格,2025-05-22,1012.0
周大福,黄金价格,2025-05-23,1004.0
周大福,黄金价格,2025-05-24,1016.0
周大福,黄金价格,2025-05-26,1012.0
周大福,黄金价格,2025-05-27,1012.0
周大福,黄金价格,2025-05-28,1006.0
周大福,黄金价格,2025-05-29,990.0
周大福,黄金价格,2025-05-30,998.0
周大福,黄金价格,2025-05-31,998.0
周大福,黄金价格,2025-06-02,998.0
周大福,黄金价格,2025-06-03,1020.0
周大福,黄金价格,2025-06-04,1020.0
周大福,黄金价格,2025-06-05,1020.0
周大福,黄金价格,2025-06-06,1020.0
周大福,黄金价格,2025-06-07,1005.0
周大福,黄金价格,2025-06-09,998.0
周大福,黄金价格,2025-06-10,998.0
周大福,黄金价格,2025-06-11,1006.0
周大福,黄金价格,2025-06-12,1017.0
周大福,黄金价格,2025-06-13,1030.0
周大福,黄金价格,2025-06-14,1035.0
周大福,黄金价格,2025-06-16,1035.0
周大福,黄金价格,2025-06-17,1025.0
周大福,黄金价格,2025-06-18,1025.0
周大福,黄金价格,2025-06-19,1020.0
周大福,黄金价格,2025-06-20,1020.0
周大福,黄金价格,2025-06-21,1020.0
周大福,黄金价格,2025-06-23,1020.0
周大福,黄金价格,2025-06-24,1012.0
周大福,黄金价格,2025-06-25,998.0
周大福,黄金价格,2025-06-26,998.0
周大福,黄金价格,2025-06-27,998.0
周大福,黄金价格,2025-06-28,989.0
周大福,黄金价格,2025-06-30,989.0
周大福,黄金价格,2025-07-01,998.0
周大福,黄金价格,2025-07-02,998.0
周大福,黄金价格,2025-07-03,1005.0
周大福,黄金价格,2025-07-04,1005.0
周大福,黄金价格,2025-07-05,1005.0
周大福,黄金价格,2025-07-07,1005.0
周大福,黄金价格,2025-07-08,1005.0
周大福,黄金价格,2025-07-09,998.0
周大福,黄金价格,2025-07-10,998.0
周大福,黄金价格,2025-07-11,998.0
周大福,黄金价格,2025-07-12,1008.0
周大福,黄金价格,2025-07-14,1008.0
周大福,黄金价格,2025-07-15,1008.0
周大福,黄金价格,2025-07-16,1008.0
周大福,黄金价格,2025-07-17,1008.0
周大福,黄金价格,2025-07-18,1008.0
周大福,黄金价格,2025-07-19,1008.0
周大福,黄金价格,2025-07-21,1008.0
周大福,黄金价格,2025-07-22,1015.0
周大福,黄金价格,2025-07-23,1023.0
周大福,黄金价格,2025-07-24,1016.0
周大福,黄金价格,2025-07-25,1010.0
周大福,黄金价格,2025-07-26,1003.0
周大福,黄金价格,2025-07-28,998.0
周大福,黄金价格,2025-07-29,998.0
周大福,黄金价格,2025-07-30,998.0
周大福,黄金价格,2025-07-31,998.0
周大福,黄金价格,2025-08-01,998.0
周大福,黄金价格,2025-08-02,1008.0
周大福,黄金价格,2025-08-04,1008.0
周大福,黄金价格,2025-08-05,1015.0
周大福,黄金价格,2025-08-06,1015.0
周大福,黄金价格,2025-08-07,1015.0
周大福,黄金价格,2025-08-08,1015.0
周大福,黄金价格,2025-08-09,1020.0
周大福,黄金价格,2025-08-11,1015.0
周大福,黄金价格,2025-08-12,1008.0
周大福,黄金价格,2025-08-13,1008.0
周大福,黄金价格,2025-08-14,1008.0
周大福,黄金价格,2025-08-15,1008.0
周大福,黄金价格,2025-08-16,1002.0
周大福,黄金价格,2025-08-18,1002.0
周大福,黄金价格,2025-08-19,1002.0
周大福,黄金价格,2025-08-20,1002.0
周大福,黄金价格,2025-08-21,1006.0
周大福,黄金价格,2025-08-22,1006.0
周大福,黄金价格,2025-08-23,1009.0
周大福,黄金价格,2025-08-25,1009.0
周大福,黄金价格,2025-08-26,1009.0
周大福,黄金价格,2025-08-27,1009.0
周大福,黄金价格,2025-08-28,1009.0
周大福,黄金价格,2025-08-29,1009.0
周大福,黄金价格,2025-08-30,1015.0
周大福,黄金价格,2025-09-01,1027.0
周大福,黄金价格,2025-09-02,1037.0
周大福,黄金价格,2025-09-03,1053.0
周大福,黄金价格,2025-09-04,1060.0
周大福,黄金价格,2025-09-05,1060.0
周大福,黄金价格,2025-09-06,1060.0
周大福,黄金价格,2025-09-08,1060.0
周大福,黄金价格,2025-09-09,1073.0
周大福,黄金价格,2025-09-10,1073.0
周大福,黄金价格,2025-09-11,1078.0
周大福,黄金价格,2025-09-12,1078.0
周大福,黄金价格,2025-09-13,1078.0
周大福,黄金价格,2025-09-15,1078.0
周大福,黄金价格,2025-09-16,1087.0
周大福,黄金价格,2025-09-17,1087.0
周大福,黄金价格,2025-09-18,1078.0
周大福,黄金价格,2025-09-19,1078.0
周大福,黄金价格,2025-09-20,1078.0
周大福,黄金价格,2025-09-22,1085.0
周大福,黄金价格,2025-09-23,1098.0
周大福,黄金价格,2025-09-24,1098.0
周大福,黄金价格,2025-09-25,1098.0
周大福,黄金价格,2025-09-26,1108.0
周大福,黄金价格,2025-09-29,1108.0
周大福,黄金价格,2025-09-30,1123.0
周大福,黄金价格,2025-10-01,1129.0
周大福,黄金价格,2025-10-02,1129.0
周大福,黄金价格,2025-10-03,1129.0
周大福,黄金价格,2025-10-04,1129.0
周大福,黄金价格,2025-10-06,1139.0
周大福,黄金价格,2025-10-07,1155.0
周大福,黄金价格,2025-10-08,1162.0
周大福,黄金价格,2025-10-09,1168.0
周大福,黄金价格,2025-10-10,1168.0
周大福,黄金价格,2025-10-11,1180.0
周大福,黄金价格,2025-10-13,1190.0
周大福,黄金价格,2025-10-14,1215.0
周大福,黄金价格,2025-10-15,1235.0
周大福,黄金价格,2025-10-16,1245.0
周大福,黄金价格,2025-10-17,1279.0
周大福,黄金价格,2025-10-18,1268.0
周大福,黄金价格,2025-10-20,1262.0
周大福,黄金价格,2025-10-21,1292.0
周大福,黄金价格,2025-10-22,1235.0
周大福,黄金价格,2025-10-23,1223.0
周大福,黄金价格,2025-10-24,1232.0
周大福,黄金价格,2025-10-25,1232.0
周大福,黄金价格,2025-10-27,1223.0
周大福,黄金价格,2025-10-28,1198.0
周大福,黄金价格,2025-10-29,1186.0
周大福,黄金价格,2025-10-30,1179.0
周大福,黄金价格,2025-10-31,1198.0
周大福,黄金价格,2025-11-01,1198.0
周大福,黄金价格,2025-11-03,1259.0
周大福,黄金价格,2025-11-04,1265.0
周大福,黄金价格,2025-11-05,1255.0
周大福,黄金价格,2025-11-06,1259.0
周大福,黄金价格,2025-11-07,1268.0
周大福,黄金价格,2025-11-08,1268.0
周大福,黄金价格,2025-11-10,1279.0
周大福,黄金价格,2025-11-11,1308.0
周大福,黄金价格,2025-11-12,1313.0
周大福,黄金价格,2025-11-13,1333.0
周大福,黄金价格,2025-11-14,1333.0
周大福,黄金价格,2025-11-15,1315.0
周大福,黄金价格,2025-11-17,1305.0
周大福,黄金价格,2025-11-18,1288.0
周大福,黄金价格,2025-11-19,1295.0
周大福,黄金价格,2025-11-20,1305.0
周大福,黄金价格,2025-11-21,1305.0
周大福,黄金价格,2025-11-22,1295.0
周大福,黄金价格,2025-11-24,1295.0
周大福,黄金价格,2025-11-25,1312.0
周大福,黄金价格,2025-11-26,1312.0
周大福,黄金价格,2025-11-27,1312.0
周大福,黄金价格,2025-11-28,1321.0
周大福,黄金价格,2025-11-29,1328.0
周大福,黄金价格,2025-12-01,1328.0
周大福,黄金价格,2025-12-02,1328.0
周大福,黄金价格,2025-12-03,1328.0
周大福,黄金价格,2025-12-04,1328.0
周大福,黄金价格,2025-12-05,1328.0
周大福,黄金价格,2025-12-06,1328.0
周大福,黄金价格,2025-12-08,1328.0
周大福,黄金价格,2025-12-09,1328.0
周大福,黄金价格,2025-12-10,1328.0
周大福,黄金价格,2025-12-11,1336.0
周大福,黄金价格,2025-12-12,1336.0
周大福,黄金价格,2025-12-13,1348.0
周大福,黄金价格,2025-12-15,1353.0
周大福,黄金价格,2025-12-16,1353.0
周大福,黄金价格,2025-12-17,1353.0
周大福,黄金价格,2025-12-18,1353.0
周大福,黄金价格,2025-12-19,1353.0
周大福,黄金价格,2025-12-20,1360.0
周大福,黄金价格,2025-12-22,1368.0
周大福,黄金价格,2025-12-23,1403.0
周大福,黄金价格,2025-12-24,1410.0
周大福,黄金价格,2025-12-25,1398.0
周大福,黄金价格,2025-12-26,1398.0
周大福,黄金价格,2025-12-27,1413.0
周大福,黄金价格,2025-12-29,1405.0
周大福,黄金价格,2025-12-30,1363.0
周大福,黄金价格,2025-12-31,1363.0
周大福,黄金价格,2026-01-01,1357.0
周大福,黄金价格,2026-01-02,1357.0
周大福,黄金价格,2026-01-03,1357.0
周大福,黄金价格,2026-01-05,1378.0
周大福,黄金价格,2026-01-06,1390.0
周大福,黄金价格,2026-01-07,1398.0
周大福,黄金价格,2026-01-08,1398.0
周大福,黄金价格,2026-01-09,1398.0
周大福,黄金价格,2026-01-10,1406.0
周大福,黄金价格,2026-01-12,1426.0
周大福,黄金价格,2026-01-13,1426.0
周大福,黄金价格,2026-01-14,1426.0
周大福,黄金价格,2026-01-15,1436.0
周大福,黄金价格,2026-01-16,1436.0
周大福,黄金价格,2026-01-17,1436.0
周大福,黄金价格,2026-01-19,1455.0
周大福,黄金价格,2026-01-20,1455.0
周大福,黄金价格,2026-01-21,1455.0
周大福,黄金价格,2026-01-22,1498.0
周大福,黄金价格,2026-01-23,1542.0
周大福,黄金价格,2026-01-26,1578.0
周大福,黄金价格,2026-01-27,1578.0
周大福,黄金价格,2026-01-28,1618.0
周大福,黄金价格,2026-01-29,1706.0
周大福,黄金价格,2026-01-30,1685.0
周大福,黄金价格,2026-01-31,1625.0
周大福,黄金价格,2026-02-02,1625.0
周大福,黄金价格,2026-02-03,1595.5
周大福,黄金价格,2026-02-04,1566.0
周大福,黄金价格,2026-02-05,1555.0
周大福,黄金价格,2026-02-06,1482.0
周大福,黄金价格,2026-02-07,1542.0
周大福,黄金价格,2026-02-09,1542.0
周大福,黄金价格,2026-02-10,1550.0
周大福,黄金价格,2026-02-11,1550.0
周大福,黄金价格,2026-02-12,1550.0
周大福,黄金价格,2026-02-13,1529.0
周大福,黄金价格,2026-02-14,1529.0
周大福,黄金价格,2026-02-16,1529.0
周大福,黄金价格,2026-02-17,1529.0
周大福,黄金价格,2026-02-18,1499.0
周大福,黄金价格,2026-02-19,1499.0
周大福,黄金价格,2026-02-20,1499.0
周大福,黄金价格,2026-02-21,1545.0
周大福,黄金价格,2026-02-23,1545.0
周大福,黄金价格,2026-02-24,1565.0
周大福,黄金价格,2026-02-25,1570.0
周大福,黄金价格,2026-02-26,1576.0
周大福,黄金价格,2026-02-27,1576.0
周大福,黄金价格,2026-02-28,1608.0
周大福,黄金价格,2026-03-02,1629.0
周大福,黄金价格,2026-03-03,1652.0
周大福,黄金价格,2026-03-04,1599.0
周大福,黄金价格,2026-03-05,1599.0
周大福,黄金价格,2026-03-06,1579.0
周大福,黄金价格,2026-03-07,1590.0
周大福,黄金价格,2026-03-09,1573.0
周大福,黄金价格,2026-03-10,1586.0
周大福,黄金价格,2026-03-11,1599.0
周大福,黄金价格,2026-03-12,1586.0
周大福,黄金价格,2026-03-13,1580.0
周大福,黄金价格,2026-03-14,1557.0
周大福,黄金价格,2026-03-16,1557.0
周大福,黄金价格,2026-03-17,1551.0
周大福,黄金价格,2026-03-18,1551.0
周大福,黄金价格,2026-03-19,1503.0
周大福,黄金价格,2026-03-20,1447.0
周大福,黄金价格,2026-03-21,1397.0
周大福,黄金价格,2026-03-23,1375.0
周大福,黄金价格,2026-03-24,1346.0
周大福,黄金价格,2026-03-25,1412.0
周大福,黄金价格,2026-03-26,1412.0
周大福,黄金价格,2026-03-27,1366.0
周大福,黄金价格,2026-03-28,1395.0
周大福,黄金价格,2026-03-30,1395.0
周大福,黄金价格,2026-03-31,1395.0
周大福,黄金价格,2026-04-01,1445.0
周大福,黄金价格,2026-04-02,1445.0
周大福,黄金价格,2026-04-03,1445.0
周大福,黄金价格,2026-04-04,1445.0
周大福,黄金价格,2026-04-06,1433.0
周大福,黄金价格,2026-04-07,1433.0
周大福,黄金价格,2026-04-08,1476.0
周大福,黄金价格,2026-04-09,1450.0
周大福,黄金价格,2026-04-10,1450.0
周大福,黄金价格,2026-04-11,1450.0
周大福,黄金价格,2026-04-13,1450.0
周大福,黄金价格,2026-04-14,1450.0
周大福,黄金价格,2026-04-15,1478.0
周大福,黄金价格,2026-04-16,1478.0
周大福,黄金价格,2026-04-17,1465.0
周大福,黄金价格,2026-04-18,1475.0
周大福,黄金价格,2026-04-20,1465.0
周大福,黄金价格,2026-04-21,1465.0
周大福,黄金价格,2026-04-22,1455.0
周大福,黄金价格,2026-04-23,1455.0
周大福,黄金价格,2026-04-24,1442.0
周大福,黄金价格,2026-04-25,1442.0
周大福,黄金价格,2026-04-27,1442.0
周大福,黄金价格,2026-04-28,1442.0
周大福,黄金价格,2026-04-29,1410.0
周大福,黄金价格,2026-04-30,1410.0
周大福,黄金价格,2026-05-01,1419.0
周大福,黄金价格,2026-05-02,1419.0
周大福,黄金价格,2026-05-04,1419.0
周大福,黄金价格,2026-05-05,1392.0
周大福,黄金价格,2026-05-06,1413.0
周大福,黄金价格,2026-05-07,1437.0
周大福,黄金价格,2026-05-08,1437.0
周大福,黄金价格,2026-05-09,1437.0
周大福,黄金价格,2026-05-11,1437.0
周大福,黄金价格,2026-05-12,1446.0
周大福,黄金价格,2026-05-13,1435.0
周大福,黄金价格,2026-05-14,1428.0
周大福,黄金价格,2026-05-15,1408.0
周大福,黄金价格,2026-05-16,1393.0
周大福,黄金价格,2026-05-18,1379.0
周大福,黄金价格,2026-05-19,1396.0
周大福,黄金价格,2026-05-20,1380.0
周大福,黄金价格,2026-05-21,1380.0
周大福,黄金价格,2026-05-22,1380.0
周大福,黄金价格,2026-05-23,1380.0
周大福,黄金价格,2026-05-25,1393.0
周大福,黄金价格,2026-05-26,1386.0
周大福,黄金价格,2026-05-27,1375.0
周大福,黄金价格,2026-05-28,1353.0
周大福,黄金价格,2026-05-29,1365.0
周大福,黄金价格,2026-05-30,1376.0
周大福,黄金价格,2026-06-01,1376.0
周大福,黄金价格,2026-06-02,1360.0
周大福,黄金价格,2026-06-03,1360.0
周大福,黄金价格,2026-06-04,1360.0
周大福,黄金价格,2026-06-05,1360.0
周大福,黄金价格,2026-06-06,1323.0
周大福,黄金价格,2026-06-08,1323.0
周大福,黄金价格,2026-06-09,1316.0
周大福,黄金价格,2026-06-10,1276.0
周大福,黄金价格,2026-06-11,1238.0
周大福,黄金价格,2026-06-12,1269.0
周大福,黄金价格,2026-06-13,1277.0
周大福,黄金价格,2026-06-15,1298.0
周大福,黄金价格,2026-06-16,1307.0
周大福,黄金价格,2026-06-17,1312.0
周大福,黄金价格,2026-06-18,1312.0
周大福,黄金价格,2026-06-19,1272.0
周大福,黄金价格,2026-06-20,1261.0
周大福,黄金价格,2026-06-22,1277.0
周大福,黄金价格,2026-06-23,1277.0
周大福,黄金价格,2026-06-24,1238.0
周大福,黄金价格,2026-06-25,1222.0
周大福,黄金价格,2026-06-26,1222.0
周大福,黄金价格,2026-06-27,1238.0
周大福,黄金价格,2026-06-29,1238.0
周大福,黄金价格,2026-06-30,1208.0
周大福,黄金价格,2026-07-01,1208.0
周大福,黄金价格,2026-07-02,1233.0
周大福,黄金价格,2026-07-03,1262.0
周大福,黄金价格,2026-07-04,1262.0
周大福,黄金价格,2026-07-06,1269.0
周大福,黄金价格,2026-07-07,1260.0
周大福,黄金价格,2026-07-08,1252.0
周大福,黄金价格,2026-07-09,1242.0
周大福,黄金价格,2026-07-10,1255.0
周大福,黄金价格,2026-07-11,1255.0
周大福,黄金价格,2026-07-13,1240.0
周大福,黄金价格,2026-07-14,1217.0
周大福,黄金价格,2026-07-15,1233.0
周大福,黄金价格,2026-07-16,1229.0
周大福,黄金价格,2026-07-17,1215.0
周大福,黄金价格,2026-07-18,1222.0
周大福,黄金价格,2026-07-20,1222.0
周大福,黄金价格,2026-07-21,1222.0
周大福,黄金价格,2026-07-22,1250.0
周大福,黄金价格,2026-07-23,1258.0
周大福,黄金价格,2026-07-24,1231.0
周大福,黄金价格,2026-07-25,1231.0
周大福,黄金价格,2026-07-27,1248.0
周大福,黄金价格,2026-07-28,1232.0
周大福,黄金价格,2026-07-29,1222.0
周大福,黄金价格,2026-07-30,1238.0
周大福,黄金价格,2026-07-31,1238.0
周大福,黄金价格,2026-08-01,1226.0
周大福,黄金价格,2026-08-03,1231.0
周大福,黄金价格,2026-08-04,1231.0
周大福,黄金价格,2026-08-05,1240.0
周大福,黄金价格,2026-08-06,1297.0
周大福,黄金价格,2026-08-07,1286.0
周大福,黄金价格,2026-08-08,1308.0
周大福,黄金价格,2026-08-10,1308.0
周大福,黄金价格,2026-08-11,1336.0
周大福,黄金价格,2026-08-12,1329.0
周大福,黄金价格,2026-08-13,1340.0
周大福,黄金价格,2026-08-14,1312.0
周大福,黄金价格,2026-08-15,1325.0
周大福,黄金价格,2026-08-17,1332.0
周大福,黄金价格,2026-08-18,1339.0
周大福,黄金价格,2026-08-19,1318.0
周大福,黄金价格,2026-08-20,1355.0
周大福,黄金价格,2026-08-21,1363.0
周大福,黄金价格,2026-08-22,1387.0
周大福,黄金价格,2026-08-24,1387.0
周大福,黄金价格,2026-08-25,1410.0
周大福,黄金价格,2026-08-26,1399.0
周大福,黄金价格,2026-08-27,1395.0
周大福,黄金价格,2026-08-28,1387.0
周大福,黄金价格,2026-08-29,1348.0
周大福,黄金价格,2026-08-31,1348.0
周大福,黄金价格,2026-09-01,1342.0
周大福,黄金价格,2026-09-02,1306.0
周大福,黄金价格,2026-09-03,1329.0
周大福,黄金价格,2026-09-04,1352.0
周大福,黄金价格,2026-09-05,1338.0
周大福,黄金价格,2026-09-07,1329.0
周大福,黄金价格,2026-09-08,1335.0
周大福,黄金价格,2026-09-09,1317.0
周大福,黄金价格,2026-09-10,1331.0
周大福,黄金价格,2026-09-11,1312.0
周大福,黄金价格,2026-09-12,1312.0
周大福,黄金价格,2026-09-14,1308.0
周大福,黄金价格,2026-09-15,1299.0
周大福,黄金价格,2026-09-16,1295.0
周大福,黄金价格,2026-09-17,1299.0
周大福,黄金价格,2026-09-18,1316.0
周大福,黄金价格,2026-09-19,1316.0
周生生,黄金价格,2024-09-19,754.0
周生生,黄金价格,2024-09-20,760.0
周生生,黄金价格,2024-09-21,769.0
周生生,黄金价格,2024-09-23,768.0
周生生,黄金价格,2024-09-24,770.0
周生生,黄金价格,2024-09-25,778.0
周生生,黄金价格,2024-09-26,774.0
周生生,黄金价格,2024-09-27,775.0
周生生,黄金价格,2024-09-28,771.0
周生生,黄金价格,2024-09-29,771.0
周生生,黄金价格,2024-09-30,772.0
周生生,黄金价格,2024-10-01,766.0
周生生,黄金价格,2024-10-02,772.0
周生生,黄金价格,2024-10-03,772.0
周生生,黄金价格,2024-10-04,772.0
周生生,黄金价格,2024-10-05,771.0
周生生,黄金价格,2024-10-06,771.0
周生生,黄金价格,2024-10-07,770.0
周生生,黄金价格,2024-10-08,770.0
周生生,黄金价格,2024-10-09,771.0
周生生,黄金价格,2024-10-10,766.0
周生生,黄金价格,2024-10-11,774.0
周生生,黄金价格,2024-10-12,775.0
周生生,黄金价格,2024-10-14,772.0
周生生,黄金价格,2024-10-15,774.0
周生生,黄金价格,2024-10-16,781.0
周生生,黄金价格,2024-10-17,790.0
周生生,黄金价格,2024-10-18,794.0
周生生,黄金价格,2024-10-19,803.0
周生生,黄金价格,2024-10-21,803.0
周生生,黄金价格,2024-10-22,806.0
周生生,黄金价格,2024-10-23,812.0
周生生,黄金价格,2024-10-24,806.0
周生生,黄金价格,2024-10-25,808.0
周生生,黄金价格,2024-10-26,813.0
周生生,黄金价格,2024-10-28,809.0
周生生,黄金价格,2024-10-29,813.0
周生生,黄金价格,2024-10-30,823.0
周生生,黄金价格,2024-10-31,825.0
周生生,黄金价格,2024-11-01,812.0
周生生,黄金价格,2024-11-04,813.0
周生生,黄金价格,2024-11-05,809.0
周生生,黄金价格,2024-11-06,812.0
周生生,黄金价格,2024-11-07,800.0
