user_id,days_since_visit,sessions_30d,tickets_30d,tenure_days,churn_next14d
1148,24,14,0,241,1
1149,16,7,0,41,0
1150,5,8,0,408,0
1151,3,9,1,295,0
1152,13,6,2,45,0
1153,25,6,1,609,1
1154,15,5,0,671,0
1155,17,5,1,599,0
1156,19,6,1,254,0
1157,0,5,2,671,0
1158,2,8,0,550,0
1159,28,5,3,683,0
1160,20,11,1,234,1
1161,6,11,0,231,0
1162,12,9,1,482,0
1163,0,7,0,70,0
1164,21,8,1,693,0
1165,12,13,1,122,0
1166,11,3,1,352,1
1167,24,13,1,724,0
1168,13,12,1,86,0
1169,1,10,0,167,0
1170,11,9,2,697,1
1171,9,7,1,293,0
1172,16,9,1,394,0
1173,8,6,1,688,0
1174,21,5,0,376,1
1175,27,6,0,596,0
1176,4,5,0,498,0
1177,6,6,0,459,0
1178,11,6,0,536,0
1179,7,7,0,126,0
1180,10,9,0,611,0
1181,20,8,2,364,1
1182,22,9,0,553,0
1183,5,8,1,469,0
1184,17,10,1,615,0
1185,11,12,0,240,0
1186,8,10,1,599,0
1187,4,4,3,354,0
1188,22,13,1,661,0
1189,1,5,0,498,0
1190,12,5,0,251,1
1191,14,4,1,577,0
1192,28,5,0,502,1
1193,24,6,1,273,0
1194,6,10,2,249,0
1195,28,11,1,104,0
1196,13,5,3,710,1
1197,17,12,1,566,0
1198,24,11,1,627,1
1199,8,7,0,88,0
1200,9,5,1,401,0
1201,28,11,1,506,0
1202,27,6,0,150,0
1203,28,7,1,488,1
1204,9,6,1,135,0
1205,23,10,0,680,0
1206,13,10,0,455,1
1207,23,5,0,258,1
1208,10,9,0,610,0
1209,27,4,0,609,1
1210,29,3,0,115,1
1211,22,5,1,98,1
1212,9,8,1,293,0
1213,25,11,0,728,0
1214,21,8,1,323,1
1215,21,6,0,429,0
1216,27,10,0,353,0
1217,20,6,0,576,0
1218,7,13,1,277,0
1219,14,9,0,15,0
1220,16,12,0,618,0
1221,8,9,0,201,0
1222,7,10,0,474,1
1223,26,11,1,172,1
1224,2,11,0,417,0
1225,13,2,1,134,1
1226,20,5,3,172,1
1227,8,10,1,396,0
1228,3,5,2,286,0
1229,6,6,3,69,0
1230,15,12,1,92,1
1231,20,7,0,659,0
1232,29,8,1,151,1
1233,6,6,1,70,0
1234,12,7,0,697,0
1235,5,12,0,102,0
1236,23,9,1,588,0
1237,20,9,2,406,1
1238,20,10,0,560,0
1239,3,6,0,177,0
1240,10,7,0,85,0
1241,16,6,1,128,1
1242,19,8,0,35,0
1243,22,9,0,271,0
1244,4,7,1,300,0
1245,12,5,0,517,0
1246,2,5,2,718,0
1247,22,5,1,245,1
1248,14,5,1,592,0
1249,10,10,0,584,0
1250,8,7,1,604,0
1251,5,11,0,202,0
1252,20,8,0,191,1
1253,28,14,0,467,0
1254,27,6,1,307,1
1255,27,6,0,63,1
1256,14,7,0,569,0
1257,1,5,0,26,0
1258,19,8,0,455,0
1259,26,5,0,577,1
1260,12,12,0,396,0
1261,19,9,0,349,0
1262,15,7,1,704,0
1263,6,10,0,15,0
1264,21,3,1,522,1
1265,14,4,0,511,0
1266,16,10,0,162,1
1267,2,8,0,212,0
1268,2,11,1,727,0
1269,2,8,1,243,0
1270,18,13,0,651,0
1271,15,13,1,306,0
1272,26,7,0,495,0
1273,7,6,0,432,0
1274,19,12,0,215,0
1275,26,9,1,156,1
1276,27,8,0,134,1
1277,25,9,0,503,0
1278,7,6,0,310,0
1279,11,11,1,265,1
1280,12,5,0,229,1
1281,29,6,0,321,1
1282,1,5,0,64,0
1283,25,6,0,595,0
1284,13,4,1,326,1
1285,4,7,2,468,0
1286,18,6,0,454,1
1287,13,8,0,84,0
1288,13,3,0,369,0
1289,17,8,0,458,1
1290,8,5,0,262,0
1291,0,6,5,215,1
1292,3,9,0,430,0
1293,0,11,0,416,0
1294,13,5,0,401,0
1295,21,5,0,199,1
1296,0,8,0,119,0
1297,5,8,1,27,0
1298,15,9,2,534,0
1299,29,9,0,147,1
1300,22,5,0,299,1
1301,10,9,0,24,0
1302,5,9,1,90,0
1303,18,7,0,464,0
1304,7,7,0,634,0
1305,9,9,1,589,0
1306,14,10,1,433,0
1307,4,6,0,657,0
1308,20,9,1,332,0
1309,10,10,2,120,0
1310,18,7,1,551,1
1311,9,5,1,229,0
1312,14,4,1,605,0
1313,4,11,0,262,0
1314,2,10,0,548,0
1315,28,11,0,692,0
1316,3,8,1,449,0
1317,19,5,0,64,1
1318,27,5,0,603,1
1319,13,5,1,341,0
1320,13,12,2,564,0
1321,26,8,1,258,1
1322,13,8,0,634,1
1323,11,5,1,184,0
1324,15,4,0,153,0
1325,12,6,0,282,0
1326,12,11,0,473,0
1327,23,12,2,497,0
1328,10,7,1,323,1
1329,5,5,0,496,0
1330,17,7,2,180,0
1331,29,8,1,137,1
1332,26,13,0,317,0
1333,23,9,1,256,0
1334,2,7,0,205,0
1335,15,6,1,644,0
1336,22,10,0,710,0
1337,17,9,1,186,0
1338,18,7,1,407,0
1339,28,10,1,430,1
1340,11,11,2,284,0
1341,27,10,1,531,1
1342,25,5,0,642,0
1343,3,8,0,697,0
1344,13,10,0,703,1
1345,20,7,1,439,0
1346,21,10,0,638,0
1347,2,8,0,703,0
1348,26,12,0,432,1
1349,9,4,1,639,0
1350,5,7,1,400,0
1351,1,7,1,154,0
1352,4,11,0,364,0
1353,13,10,1,531,0
1354,26,7,0,549,0
1355,18,3,0,31,1
1356,21,6,0,228,0
1357,8,10,0,256,0
1358,12,10,1,597,0
1359,1,11,0,684,0
1360,24,8,0,655,0
1361,15,5,1,148,0
1362,15,6,2,462,0
1363,6,8,0,66,0
1364,1,10,1,319,0
1365,12,5,0,585,0
1366,6,15,2,458,0
1367,25,8,2,190,1
1368,18,4,0,29,0
1369,3,7,0,700,0
1370,14,9,0,702,0
1371,25,6,0,148,1
1372,4,9,1,323,0
1373,29,9,0,522,1
1374,2,8,0,673,0
1375,14,9,0,683,0
1376,12,5,0,78,1
1377,24,9,2,143,1
1378,9,9,0,329,0
1379,20,7,0,538,0
1380,29,15,1,706,0
1381,4,7,0,237,0
1382,17,4,0,638,1
1383,16,9,1,721,0
1384,27,7,0,219,1
1385,16,7,2,682,0
1386,7,8,0,169,0
1387,18,9,1,468,1
1388,25,7,0,50,1
1389,16,10,0,250,0
1390,23,8,1,191,1
1391,7,9,1,407,0
1392,16,8,0,463,0
1393,11,5,0,653,0
1394,25,6,0,522,0
1395,13,11,0,306,0
1396,14,7,1,156,0
1397,28,11,0,284,1
1398,5,6,1,317,0
1399,16,8,1,628,0
1400,2,9,1,645,0
1401,17,8,1,86,0
1402,19,7,1,623,0
1403,28,10,1,394,0
1404,6,7,0,380,0
1405,6,3,1,447,0
1406,6,9,2,529,0
1407,21,8,0,354,0
1408,25,10,1,259,0
1409,7,9,1,428,1
1410,23,10,0,701,0
1411,15,9,0,673,0
1412,16,5,1,261,0
1413,10,8,3,511,1
1414,28,7,1,692,0
1415,4,6,0,570,0
1416,13,10,0,57,0
1417,4,8,1,363,0
1418,29,9,0,271,0
1419,17,4,0,557,0
1420,1,11,0,52,0
1421,20,9,0,107,0
1422,3,6,1,610,0
1423,7,11,1,727,1
1424,16,9,0,539,0
1425,3,8,0,408,0
1426,3,10,1,226,0
1427,15,5,3,310,1
1428,0,9,0,149,0
1429,16,4,0,249,0
1430,29,8,0,171,1
1431,11,4,0,456,0
1432,3,7,1,199,1
1433,22,6,0,161,0
1434,0,11,1,512,0
1435,20,6,0,498,0
1436,18,11,1,151,1
1437,27,13,0,612,0
1438,24,6,0,621,1
1439,29,7,1,507,0
1440,14,9,0,703,0
1441,3,8,0,250,1
1442,13,7,0,18,0
1443,4,8,1,473,0
1444,5,7,0,509,0
1445,7,9,1,566,0
1446,22,10,1,554,0
1447,16,8,1,510,0
1448,6,8,2,636,0
1449,5,6,1,393,0
1450,11,6,1,186,0
1451,22,7,1,412,1
1452,29,5,1,725,1
1453,0,4,1,154,0
1454,2,8,0,554,0
1455,13,12,0,155,0
1456,0,6,0,555,1
1457,13,9,1,312,0
1458,3,14,0,359,0
1459,3,9,1,594,0
1460,1,9,0,415,0
1461,14,11,0,381,0
1462,1,8,0,630,0
1463,12,11,1,371,0
1464,4,18,1,664,0
1465,26,8,2,170,1
1466,19,11,1,280,0
1467,18,10,1,42,0
1468,0,11,0,596,0
1469,23,6,2,157,1
1470,25,4,0,103,0
1471,26,6,1,451,1
1472,13,7,0,364,0
1473,22,9,0,570,0
1474,25,7,0,480,0
1475,20,5,0,260,0
1476,1,6,0,621,0
1477,15,6,1,248,0
1478,4,8,1,122,0
1479,29,5,0,658,1
1480,9,7,1,286,0
1481,19,7,0,504,0
1482,7,7,1,88,0
1483,21,9,2,708,1
1484,19,6,0,237,1
1485,5,9,1,194,0
1486,17,8,0,215,1
1487,2,8,0,113,0
1488,26,10,1,624,0
1489,17,4,0,723,0
1490,27,13,1,116,0
1491,29,10,2,263,1
1492,3,7,0,308,0
1493,21,10,0,725,0
1494,1,8,0,511,0
1495,26,6,0,323,1
1496,0,5,0,62,0
1497,11,5,0,191,0
1498,25,4,0,402,1
1499,12,7,0,54,0
1500,23,9,0,106,1
1501,14,8,0,111,0
1502,17,6,0,495,0
1503,27,10,0,107,0
1504,7,5,1,377,0
1505,13,6,0,159,0
1506,17,9,1,672,0
1507,6,12,1,714,0
1508,29,8,0,74,0
1509,28,9,0,346,0
1510,13,15,0,437,0
1511,1,10,1,312,0
1512,18,8,0,275,1
1513,7,6,1,267,1
1514,14,4,0,340,0
1515,5,11,0,697,0
1516,4,9,1,231,0
1517,29,11,1,207,1
1518,29,8,0,422,0
1519,4,11,0,248,0
1520,4,6,1,551,0
1521,3,9,1,125,0
1522,19,4,1,311,1
1523,28,4,1,420,1
1524,18,4,1,640,0
1525,5,10,1,654,0
1526,3,12,0,33,0
1527,17,9,0,94,1
1528,19,6,1,578,1
1529,21,8,0,693,1
1530,28,11,1,191,1
1531,26,8,1,544,1
1532,20,4,1,256,1
1533,13,12,0,142,0
1534,16,6,0,642,0
1535,15,4,1,311,0
1536,24,6,1,44,1
1537,28,5,0,207,1
1538,11,13,0,326,0
1539,1,5,2,569,0
1540,18,9,0,539,0
1541,15,7,0,538,0
1542,16,9,1,126,0
1543,17,8,1,37,0
1544,27,9,0,538,0
1545,18,8,1,412,0
1546,27,6,0,557,0
1547,2,5,2,653,1
1548,23,5,0,375,0
1549,2,7,0,144,0
1550,4,5,1,533,0
1551,27,7,0,411,0
1552,28,5,1,710,1
1553,21,8,3,422,0
1554,4,6,0,177,0
1555,28,8,1,76,0
1556,8,4,0,402,0
1557,24,10,1,180,0
1558,19,5,1,373,1
1559,11,6,0,97,0
1560,23,7,0,66,1
1561,11,6,0,615,0
1562,15,5,0,526,0
1563,9,8,1,215,0
1564,24,9,1,206,0
1565,14,5,0,601,1
1566,13,4,0,313,0
1567,9,7,0,444,0
1568,21,8,2,95,1
1569,12,7,1,30,0
1570,7,10,0,355,0
1571,7,11,0,434,0
1572,7,9,0,77,1
1573,26,13,0,544,0
1574,27,11,0,370,0
1575,19,8,0,628,1
1576,26,6,2,584,1
1577,17,13,0,195,0
1578,22,7,0,511,1
1579,14,8,2,231,1
1580,20,5,0,407,1
1581,24,7,0,556,0
1582,21,5,0,610,1
1583,13,6,0,333,1
1584,27,6,0,45,1
1585,24,4,1,197,1
1586,3,6,0,71,0
1587,8,11,1,678,0
1588,14,10,1,625,0
1589,1,9,1,491,0
1590,25,10,0,645,0
1591,9,8,0,577,0
1592,22,2,0,403,1
1593,0,8,0,491,0
1594,26,3,0,515,1
1595,23,5,1,649,1
1596,17,8,0,337,0
1597,2,11,0,609,0
1598,25,10,0,304,0
1599,23,4,1,300,1
1600,23,8,0,487,0
1601,20,7,0,593,0
1602,9,9,0,270,0
1603,25,7,0,476,1
1604,15,11,0,632,1
1605,20,7,0,601,0
1606,27,7,0,528,1
1607,4,4,0,430,0
1608,14,7,1,405,0
1609,23,5,0,204,1
1610,1,8,0,454,0
1611,10,9,1,586,0
1612,10,7,0,637,0
1613,15,6,1,625,0
1614,2,9,1,106,0
1615,2,12,0,470,0
1616,3,12,4,303,0
1617,6,6,0,175,0
1618,22,9,0,287,1
1619,4,5,0,318,0
1620,19,6,0,643,0
1621,29,7,0,612,0
1622,20,6,0,680,1
1623,19,6,0,304,0
1624,1,10,0,672,0
1625,15,9,1,166,1
1626,24,8,0,616,0
1627,1,10,2,489,0
1628,22,16,0,700,0
1629,25,15,0,48,1
1630,3,7,2,319,0
1631,27,4,0,234,1
1632,21,11,0,325,1
1633,4,8,1,406,0
1634,7,5,0,45,0
1635,26,6,0,245,1
1636,17,9,2,555,1
1637,25,6,0,397,1
1638,11,12,1,36,0
1639,13,6,1,661,0
1640,0,11,1,144,0
1641,16,5,1,151,0
1642,10,7,2,531,0
1643,6,12,0,505,0
1644,21,4,1,296,1
1645,22,9,0,348,0
1646,26,8,1,632,1
1647,1,8,0,448,0
1648,23,8,0,684,0
1649,9,7,2,660,0
1650,10,4,2,691,0
1651,3,11,1,189,1
1652,22,5,0,350,0
1653,27,8,0,138,0
1654,18,13,1,244,0
1655,29,13,1,235,0
1656,4,6,0,148,0
1657,27,5,0,643,1
1658,12,7,2,319,1
1659,25,9,1,369,0
1660,27,6,1,58,1
1661,4,6,0,142,0
1662,11,10,0,166,0
1663,11,6,0,708,0
1664,10,11,0,442,0
1665,9,9,1,579,1
1666,15,9,0,409,0
1667,15,12,1,481,0
1668,19,6,0,519,1
1669,21,4,0,581,1
1670,15,7,0,325,0
1671,7,10,1,83,0
1672,29,12,0,614,0
1673,27,11,0,455,0
1674,7,7,1,278,0
1675,1,7,0,61,0
1676,18,10,0,391,0
1677,12,16,0,297,0
1678,7,8,1,62,0
1679,10,8,0,711,0
1680,2,6,0,537,0
1681,10,9,1,456,0
1682,4,11,0,621,0
1683,12,6,1,371,0
1684,8,13,0,604,0
1685,9,14,0,386,0
1686,29,7,0,421,1
1687,3,7,0,334,0
1688,28,8,1,119,1
1689,20,8,1,260,1
1690,28,9,1,558,0
1691,14,6,0,27,0
1692,27,8,1,151,1
1693,9,8,0,486,0
1694,18,8,0,73,0
1695,0,8,0,616,0
1696,0,9,2,376,0
1697,7,7,2,666,0
1698,23,5,1,293,1
1699,15,9,0,343,0
1700,6,4,0,168,1
1701,19,8,1,520,0
1702,7,10,1,192,0
1703,3,11,1,396,0
1704,0,4,0,132,0
1705,18,10,1,337,0
1706,16,8,0,205,1
1707,8,9,0,36,0
1708,22,11,0,562,0
1709,15,7,1,639,0
1710,4,8,0,270,0
1711,1,9,0,422,0
1712,27,8,0,273,0
1713,10,12,1,291,1
1714,9,10,0,531,0
1715,18,6,0,446,1
1716,17,12,0,676,0
1717,25,8,0,635,1
1718,2,12,1,48,0
1719,11,10,0,94,0
1720,10,7,1,120,0
1721,14,7,0,81,0
1722,17,8,2,609,0
1723,17,10,0,511,0
1724,0,9,0,222,0
1725,23,7,0,558,0
1726,27,7,1,449,0
1727,18,10,3,82,1
1728,22,6,0,339,1
1729,14,8,1,443,0
1730,19,4,1,715,0
1731,27,6,0,722,1
1732,4,13,2,286,0
1733,23,11,1,65,0
1734,28,12,1,579,0
1735,17,5,0,259,0
1736,24,12,1,666,0
1737,3,8,0,163,0
1738,22,9,0,593,0
1739,24,6,0,602,1
1740,18,5,0,40,0
1741,23,13,1,245,1
1742,12,5,0,683,0
1743,24,9,2,89,0
1744,25,4,1,665,1
1745,12,12,0,514,0
1746,15,2,0,673,1
1747,20,7,1,480,0
1748,26,10,1,98,1
1749,25,4,0,257,1
1750,4,9,1,489,0
1751,6,6,1,64,0
1752,2,12,1,330,0
1753,17,9,0,18,0
1754,27,8,0,95,0
1755,26,6,2,421,1
1756,26,6,0,236,0
1757,18,8,1,109,0
1758,6,6,0,130,0
1759,5,8,1,510,0
1760,24,6,0,644,1
1761,9,6,0,246,0
1762,23,14,0,424,0
1763,13,7,0,28,0
1764,18,9,2,612,0
1765,15,6,1,140,0
1766,15,4,0,680,0
1767,8,7,0,183,1
1768,12,6,1,597,0
1769,3,10,1,167,0
1770,17,5,0,18,0
1771,9,8,1,445,0
1772,15,8,1,274,0
1773,7,6,0,357,0
1774,29,15,1,534,1
1775,16,4,1,274,0
1776,15,4,2,432,1
1777,24,7,0,577,1
1778,1,5,0,42,0
1779,10,10,0,713,0
1780,1,6,0,318,0
1781,26,6,1,138,1
1782,6,13,0,466,0
1783,6,10,0,662,0
1784,20,10,0,101,1
1785,0,5,0,80,0
1786,7,12,0,253,0
1787,4,8,2,716,0
1788,25,4,0,451,1
1789,19,6,0,310,1
1790,26,9,1,47,1
1791,24,6,1,274,1
1792,2,7,1,580,0
1793,12,6,1,410,0
1794,3,5,1,250,0
1795,19,5,0,674,1
1796,25,11,0,418,0
1797,11,5,2,96,1
1798,22,9,0,703,0
1799,23,5,0,667,1
1800,6,7,0,147,0
1801,1,7,1,666,0
1802,22,10,1,574,1
1803,23,9,2,118,1
1804,26,8,1,154,1
1805,15,7,0,685,0
1806,3,11,0,241,0
1807,28,5,0,289,0
1808,17,6,0,556,0
1809,17,9,0,281,0
1810,8,9,1,216,0
1811,9,8,1,623,0
1812,18,5,1,700,0
1813,6,11,0,485,0
1814,4,9,0,329,0
1815,22,7,1,77,0
1816,26,8,1,423,1
1817,27,8,3,83,1
1818,19,6,3,499,1
1819,2,8,0,512,0
1820,13,7,0,488,0
1821,6,6,0,489,0
1822,20,3,0,209,1
1823,5,6,1,235,0
1824,20,9,1,699,1
1825,10,9,0,652,0
1826,6,6,0,467,0
1827,13,6,1,342,0
1828,9,8,3,248,1
1829,8,6,1,265,0
1830,20,13,1,252,1
1831,25,7,1,158,1
1832,16,7,3,597,1
1833,23,1,0,500,0
1834,20,14,0,663,0
1835,24,6,0,672,0
1836,21,6,0,61,1
1837,26,14,2,216,1
1838,18,6,1,323,0
1839,7,7,0,440,0
1840,27,12,0,678,0
1841,23,7,0,330,0
1842,20,6,0,722,1
1843,16,10,1,59,0
1844,14,8,0,381,1
1845,8,4,2,47,0
1846,21,8,0,98,0
1847,8,10,0,97,1
1848,27,5,1,64,1
1849,0,3,0,152,0
1850,2,6,0,599,0
1851,12,14,0,75,0
1852,2,7,1,631,0
1853,10,12,0,580,0
1854,7,8,2,288,0
1855,11,7,0,176,0
1856,23,4,0,341,1
1857,22,11,2,253,1
1858,18,12,0,491,0
1859,2,7,3,572,0
1860,16,5,0,159,0
1861,28,9,0,694,0
1862,14,12,0,336,0
1863,28,5,1,626,1
1864,27,8,0,307,0
1865,17,5,0,166,1
1866,0,9,0,527,0
1867,13,4,1,533,0
1868,19,9,2,647,0
1869,29,6,0,535,0
1870,18,11,2,594,0
1871,3,7,0,331,0
1872,3,5,1,459,0
1873,28,10,0,300,0
1874,15,2,0,19,1
1875,13,18,0,378,0
1876,15,15,2,411,0
1877,21,7,2,26,1
1878,1,7,0,75,0
1879,20,12,0,575,0
1880,25,10,1,708,0
1881,0,14,0,394,0
1882,18,10,0,157,0
1883,4,10,0,439,0
1884,19,6,2,729,0
1885,25,3,0,393,0
1886,11,4,0,368,0
1887,10,5,0,470,0
1888,4,8,3,333,0
1889,9,8,2,445,0
1890,8,10,0,599,0
1891,28,5,1,587,0
1892,23,12,1,188,0
1893,2,8,1,118,1
1894,5,4,1,721,0
1895,12,6,2,179,0
1896,6,7,1,188,0
1897,5,12,1,195,0
1898,26,9,0,474,0
1899,23,5,3,610,1
1900,18,7,0,88,1
1901,24,5,0,555,0
1902,9,6,1,59,0
1903,26,10,3,211,0
1904,13,5,0,560,0
1905,15,5,1,81,0
1906,20,5,0,206,1
1907,27,16,0,30,0
1908,17,6,1,205,0
1909,28,14,2,642,0
1910,9,10,1,421,0
1911,9,12,1,287,0
1912,18,9,0,256,0
1913,25,3,0,49,1
1914,6,6,0,513,0
1915,14,3,1,178,0
1916,29,10,1,623,1
1917,15,16,0,609,0
1918,3,9,2,531,0
1919,9,7,0,108,0
1920,23,8,2,406,1
1921,4,8,1,705,0
1922,21,6,0,542,0
1923,26,10,0,536,1
1924,20,7,0,434,0
1925,27,7,1,729,0
1926,29,3,0,145,1
1927,13,7,0,57,0
1928,23,9,0,265,0
1929,22,5,0,79,0
1930,6,7,0,539,0
1931,25,7,1,202,0
1932,19,20,0,532,0
1933,9,12,0,659,0
1934,22,9,1,219,0
1935,19,11,0,264,0
1936,10,7,0,137,0
1937,17,8,1,246,0
1938,28,9,0,616,0
1939,19,5,0,111,0
1940,11,11,1,199,0
1941,25,7,1,164,0
1942,24,12,0,541,0
1943,5,8,1,282,0
1944,5,3,0,524,0
1945,16,8,1,351,0
1946,8,5,0,440,0
1947,5,13,0,497,0
1948,21,8,0,447,0
1949,19,8,1,351,0
1950,0,11,0,681,0
1951,3,7,0,76,0
1952,22,8,2,475,1
1953,29,9,0,559,0
1954,22,7,0,437,0
1955,15,5,0,309,1
1956,28,3,3,575,1
1957,18,4,0,706,0
1958,10,7,2,189,1
1959,28,7,1,710,0
1960,10,7,0,424,0
1961,3,7,0,540,0
1962,16,8,0,579,0
1963,12,10,0,91,0
1964,16,9,1,377,0
1965,18,3,1,404,1
1966,12,8,1,606,0
1967,23,7,2,87,1
1968,17,7,0,160,0
1969,29,9,1,409,1
1970,20,7,2,621,0
1971,7,8,1,351,0
1972,6,11,2,326,1
1973,24,9,1,246,1
1974,24,11,0,721,0
1975,5,4,2,337,1
1976,2,9,2,523,0
1977,18,7,1,675,0
1978,21,5,1,240,1
1979,26,7,1,446,1
1980,8,9,0,534,0
1981,17,4,0,275,1
1982,21,7,2,27,0
1983,16,11,1,606,1
1984,4,10,1,171,0
1985,21,7,0,284,0
1986,29,8,0,390,0
1987,18,8,0,721,0
1988,16,9,0,704,0
1989,27,9,0,708,0
1990,29,9,0,195,1
1991,18,8,0,482,0
1992,0,13,1,259,0
1993,23,5,1,194,1
1994,5,14,0,100,0
1995,8,7,0,354,0
1996,22,7,2,29,0
1997,11,8,1,94,0
1998,9,6,0,524,0
1999,0,6,1,63,0
2000,5,9,2,212,0
2001,23,4,0,36,1
2002,24,3,1,277,1
2003,12,4,1,31,0
2004,11,5,0,726,1
2005,0,6,0,39,0
2006,9,6,1,159,0
2007,4,8,2,231,0
2008,10,5,2,689,0
2009,5,7,0,316,0
2010,6,9,2,658,0
2011,15,8,1,471,0
2012,20,14,1,405,0
2013,5,4,2,445,1
2014,0,6,0,662,0
2015,28,11,1,61,0
2016,20,9,0,356,0
2017,27,6,1,205,0
2018,14,9,1,555,0
2019,3,13,0,696,0
2020,27,11,0,644,0
2021,16,6,2,609,0
2022,23,6,1,355,1
2023,15,4,1,186,0
2024,4,4,0,281,0
2025,4,14,0,533,0
2026,1,11,2,531,0
2027,0,7,0,520,0
2028,1,10,1,536,0
2029,17,5,0,666,0
2030,21,5,0,218,1
2031,29,7,0,679,1
2032,29,3,1,51,1
2033,0,8,1,608,0
2034,24,7,0,202,1
2035,26,8,1,307,0
2036,6,10,0,87,0
2037,26,6,0,552,1
2038,27,5,0,268,0
2039,7,9,2,154,0
2040,10,8,0,52,1
2041,28,3,1,241,1
2042,26,5,0,95,0
2043,5,11,1,45,0
2044,19,7,1,21,1
2045,4,7,1,485,0
2046,7,7,0,603,0
2047,24,6,0,394,0
2048,6,8,0,330,0
2049,1,10,0,680,0
2050,5,7,0,684,0
2051,4,5,0,633,0
2052,19,5,1,244,1
2053,19,11,0,706,0
2054,29,9,0,419,0
2055,18,7,0,249,0
2056,18,7,1,129,0
2057,10,11,0,502,0
2058,18,4,0,261,0
2059,24,5,1,50,1
2060,20,9,1,483,0
2061,1,7,2,384,0
2062,6,5,1,68,0
2063,6,6,0,239,0
2064,16,12,0,417,0
2065,18,10,0,602,0
2066,6,10,3,328,1
2067,22,8,0,551,0
2068,8,9,1,684,0
2069,24,8,2,516,0
2070,7,5,0,570,0
2071,9,4,0,355,0
2072,28,7,0,140,0
2073,5,10,0,148,1
2074,25,7,1,27,0
2075,20,11,0,344,1
2076,2,4,1,188,0
2077,10,10,0,500,0
2078,19,6,1,315,0
2079,19,6,0,184,1
2080,28,6,0,342,1
2081,21,9,1,539,0
2082,6,7,1,211,0
2083,15,6,1,552,0
2084,22,7,1,565,0
2085,15,12,1,504,0
2086,1,10,0,542,0
2087,9,6,1,301,0
2088,21,5,0,261,0
2089,14,5,0,488,0
2090,24,8,0,455,0
2091,23,8,0,283,0
2092,1,6,1,229,0
2093,16,6,0,246,0
2094,0,4,1,341,0
2095,21,5,1,160,1
2096,20,6,1,48,1
2097,23,9,1,279,1
2098,8,8,0,381,0
2099,8,6,1,128,0
2100,14,4,1,90,0
2101,16,9,1,560,0
2102,18,11,1,587,0
2103,27,6,0,55,0
2104,13,6,0,241,0
2105,0,13,0,539,0
2106,5,12,0,308,0
2107,0,13,1,697,0
2108,29,9,0,571,1
2109,18,9,1,78,0
2110,0,10,1,619,0
2111,4,8,2,608,0
2112,8,8,1,193,0
2113,22,6,1,256,0
2114,0,6,0,95,0
2115,29,8,0,517,1
2116,19,9,0,338,0
2117,18,6,0,200,0
2118,16,5,2,27,0
2119,15,9,1,547,0
2120,19,9,1,682,0
2121,26,8,0,659,1
2122,28,7,0,504,1
2123,26,6,0,114,0
2124,9,11,2,626,0
2125,15,6,1,474,1
2126,21,8,0,667,0
2127,3,7,0,273,0
2128,18,7,2,429,0
2129,24,11,1,169,0
2130,17,12,0,276,1
2131,13,5,0,246,0
2132,23,9,0,680,0
2133,11,9,0,565,0
2134,23,11,0,418,0
2135,1,5,1,192,0
2136,21,9,0,69,0
2137,11,6,0,310,0
2138,3,5,0,365,0
2139,12,6,1,225,0
2140,29,4,2,692,1
2141,2,9,1,414,0
2142,20,6,0,32,0
2143,6,7,0,26,1
2144,26,11,0,493,1
2145,12,14,0,95,1
2146,9,7,0,286,0
2147,14,4,1,680,0
2148,27,5,1,728,1
2149,23,5,3,567,1
2150,6,10,0,40,0
2151,25,8,0,538,1
2152,14,4,0,154,0
2153,4,5,1,66,0
2154,3,10,0,715,0
2155,0,11,1,168,0
2156,10,9,0,141,0
2157,3,9,0,188,0
2158,22,8,0,492,0
2159,2,11,0,311,0
2160,27,9,2,569,1
2161,18,12,0,575,0
2162,5,12,0,29,0
2163,17,4,1,208,0
2164,5,12,0,212,0
2165,6,7,0,474,0
2166,29,11,0,120,1
2167,28,12,2,83,0
2168,3,4,1,111,0
2169,13,9,0,483,0
2170,28,12,1,380,1
2171,27,5,0,171,1
2172,3,10,1,103,0
2173,9,8,1,729,0
2174,20,18,1,379,0
2175,15,7,0,160,0
2176,3,5,0,98,0
2177,8,11,0,348,0
2178,28,4,0,277,1
2179,2,4,1,376,0
2180,12,7,1,66,0
2181,28,12,0,341,0
2182,8,6,0,488,0
2183,16,12,1,580,0
2184,16,9,1,472,0
2185,26,9,2,497,1
2186,20,9,1,137,1
2187,1,5,0,251,0
2188,2,10,0,638,0
2189,27,10,0,443,1
2190,10,12,0,721,0
2191,4,5,1,258,0
2192,26,9,0,465,1
2193,20,7,0,384,0
2194,5,6,0,417,0
2195,25,12,1,237,0
2196,22,7,0,229,0
2197,2,4,0,135,0
2198,2,3,3,251,0
2199,10,7,1,600,0
2200,0,6,1,657,0
2201,17,17,0,416,0
2202,15,5,2,394,1
2203,10,11,1,164,0
2204,28,10,2,185,1
2205,20,10,1,561,0
2206,18,8,0,558,0
2207,9,8,0,209,0
2208,18,9,0,448,0
2209,9,6,2,572,0
2210,27,5,1,521,1
2211,0,9,0,634,0
2212,14,12,1,688,0
2213,11,8,0,592,0
2214,11,9,0,144,0
2215,24,7,2,187,1
2216,7,6,0,325,0
2217,23,10,1,681,1
2218,12,7,1,548,0
2219,15,9,0,430,0
2220,28,8,1,591,1
2221,13,6,3,669,1
