user_id,spend_30d,orders_30d,active_days_30d,spend_next30d
987,141.35,2,11,341.01
988,249.69,7,6,478.96
989,470.43,3,10,552.18
990,191.03,10,20,514.72
991,620.16,7,24,878.38
992,212.96,5,6,486.34
993,515.19,5,18,685.36
994,464.36,5,22,760.84
995,621.1,7,5,757.84
996,444.64,4,16,614.25
997,86.03,4,29,489.32
998,500.48,3,3,676.39
999,243.81,4,23,672.09
